frame_id,timestamp_ms,x1,y1,x2,y2,status,track_state,occlusion_age,detector_source,x_cam,y_cam,z_cam,x_world,y_world,z_world,conf,x_world_raw,y_world_raw,z_world_raw,x_world_filt,y_world_filt,z_world_filt,sigma_x,sigma_y,sigma_z,mu_stationary,gate_d2
97,3237,621.36,480.85,1160.19,861.80,detected,CONFIRMED,0,blue_hsv_shape,-0.0852,0.1301,1.5141,1.1963,0.0782,0.3250,0.938,1.1656,0.0852,0.3250,1.1963,0.0782,0.3250,0.0391,0.0391,0.0391,0.450,0.1364
98,3270,619.55,480.58,1156.82,864.73,detected,CONFIRMED,0,blue_hsv_shape,-0.0883,0.1329,1.5101,1.1919,0.0848,0.3250,0.938,1.1607,0.0883,0.3250,1.1919,0.0848,0.3250,0.0391,0.0391,0.0391,0.468,0.1066
99,3303,616.69,480.20,1151.01,865.24,detected,CONFIRMED,0,blue_hsv_shape,-0.0936,0.1334,1.5093,1.1876,0.0912,0.3250,0.939,1.1599,0.0936,0.3250,1.1876,0.0912,0.3250,0.0391,0.0391,0.0391,0.479,0.0663
100,3337,585.22,478.57,1146.81,864.51,detected,CONFIRMED,0,blue_hsv_shape,-0.1156,0.1329,1.5101,1.1840,0.1004,0.3250,0.884,1.1608,0.1156,0.3250,1.1840,0.1004,0.3250,0.0393,0.0393,0.0393,0.459,0.1296
101,3370,563.13,476.15,1146.05,846.78,detected,CONFIRMED,0,blue_hsv_shape,-0.1313,0.1159,1.5343,1.1859,0.1110,0.3250,0.881,1.1903,0.1313,0.3250,1.1859,0.1110,0.3250,0.0395,0.0395,0.0395,0.419,0.2015
102,3403,549.51,475.21,1147.19,833.60,detected,CONFIRMED,0,blue_hsv_shape,-0.1404,0.1030,1.5527,1.1915,0.1218,0.3250,0.878,1.2128,0.1404,0.3250,1.1915,0.1218,0.3250,0.0397,0.0397,0.0397,0.377,0.1720
103,3437,542.11,475.22,1149.05,825.23,detected,CONFIRMED,0,blue_hsv_shape,-0.1448,0.0947,1.5646,1.1992,0.1318,0.3250,0.878,1.2273,0.1448,0.3250,1.1992,0.1318,0.3250,0.0398,0.0398,0.0398,0.340,0.1139
104,3470,538.77,475.53,1150.43,818.56,detected,CONFIRMED,0,blue_hsv_shape,-0.1468,0.0880,1.5741,1.2081,0.1406,0.3250,0.876,1.2389,0.1468,0.3250,1.2081,0.1406,0.3250,0.0400,0.0400,0.0400,0.310,0.1010
105,3504,537.93,475.97,1151.21,813.54,detected,CONFIRMED,0,blue_hsv_shape,-0.1473,0.0829,1.5814,1.2175,0.1480,0.3250,0.872,1.2478,0.1473,0.3250,1.2175,0.1480,0.3250,0.0401,0.0401,0.0401,0.289,0.0837
106,3537,537.95,477.97,1123.20,809.90,detected,CONFIRMED,0,blue_hsv_shape,-0.1657,0.0794,1.5865,1.2273,0.1575,0.3250,0.911,1.2541,0.1657,0.3250,1.2273,0.1575,0.3250,0.0400,0.0400,0.0400,0.249,0.0892
107,3570,539.41,478.75,1102.32,806.72,detected,CONFIRMED,0,blue_hsv_shape,-0.1786,0.0762,1.5910,1.2367,0.1677,0.3250,0.915,1.2596,0.1786,0.3250,1.2367,0.1677,0.3250,0.0398,0.0398,0.0398,0.208,0.0599
108,3604,541.67,479.79,1090.05,805.34,detected,CONFIRMED,0,blue_hsv_shape,-0.1853,0.0748,1.5930,1.2452,0.1775,0.3250,0.914,1.2619,0.1853,0.3250,1.2452,0.1775,0.3250,0.0398,0.0398,0.0398,0.177,0.0165
109,3637,543.78,479.86,1078.53,803.56,detected,CONFIRMED,0,blue_hsv_shape,-0.1916,0.0731,1.5955,1.2530,0.1868,0.3250,0.919,1.2651,0.1916,0.3250,1.2530,0.1868,0.3250,0.0397,0.0397,0.0397,0.156,0.0083
110,3670,546.04,479.78,1068.10,801.46,detected,CONFIRMED,0,blue_hsv_shape,-0.1972,0.0710,1.5985,1.2603,0.1955,0.3250,0.922,1.2687,0.1972,0.3250,1.2603,0.1955,0.3250,0.0396,0.0396,0.0396,0.144,0.0041
111,3704,546.71,479.67,1057.78,799.60,detected,CONFIRMED,0,blue_hsv_shape,-0.2038,0.0691,1.6012,1.2670,0.2038,0.3250,0.925,1.2720,0.2038,0.3250,1.2670,0.2038,0.3250,0.0395,0.0395,0.0395,0.138,0.0010
112,3737,547.29,479.27,1048.62,808.13,detected,CONFIRMED,0,blue_hsv_shape,-0.2080,0.0779,1.5886,1.2696,0.2114,0.3250,0.927,1.2566,0.2080,0.3250,1.2696,0.2114,0.3250,0.0394,0.0394,0.0394,0.158,0.1007
113,3770,548.00,478.66,1044.12,813.87,detected,CONFIRMED,0,blue_hsv_shape,-0.2095,0.0838,1.5801,1.2696,0.2178,0.3250,0.927,1.2463,0.2095,0.3250,1.2696,0.2178,0.3250,0.0394,0.0394,0.0394,0.197,0.1249
114,3804,548.19,477.39,1036.65,815.55,detected,CONFIRMED,0,blue_hsv_shape,-0.2140,0.0856,1.5776,1.2686,0.2236,0.3250,0.934,1.2432,0.2140,0.3250,1.2686,0.2236,0.3250,0.0393,0.0393,0.0393,0.239,0.0835
115,3837,547.26,476.43,1029.01,814.98,detected,CONFIRMED,0,blue_hsv_shape,-0.2196,0.0851,1.5784,1.2674,0.2292,0.3250,0.935,1.2441,0.2196,0.3250,1.2674,0.2292,0.3250,0.0393,0.0393,0.0393,0.278,0.0537
116,3871,544.07,475.53,1019.67,802.17,detected,CONFIRMED,0,blue_hsv_shape,-0.2298,0.0720,1.5970,1.2703,0.2355,0.3250,0.934,1.2669,0.2298,0.3250,1.2703,0.2355,0.3250,0.0392,0.0392,0.0392,0.291,0.0335
117,3904,541.96,475.41,1008.97,792.39,detected,CONFIRMED,0,blue_hsv_shape,-0.2399,0.0619,1.6115,1.2758,0.2424,0.3250,0.941,1.2845,0.2399,0.3250,1.2758,0.2424,0.3250,0.0392,0.0392,0.0392,0.288,0.0418
118,3937,541.13,475.78,1003.42,786.61,detected,CONFIRMED,0,blue_hsv_shape,-0.2452,0.0558,1.6201,1.2825,0.2490,0.3250,0.941,1.2951,0.2452,0.3250,1.2825,0.2490,0.3250,0.0392,0.0392,0.0392,0.283,0.0274
119,3971,537.61,476.94,995.92,792.94,detected,CONFIRMED,0,blue_hsv_shape,-0.2512,0.0626,1.6105,1.2860,0.2553,0.3250,0.940,1.2833,0.2512,0.3250,1.2860,0.2553,0.3250,0.0391,0.0391,0.0391,0.292,0.0414
120,4004,533.94,477.33,987.30,795.51,detected,CONFIRMED,0,blue_hsv_shape,-0.2588,0.0654,1.6065,1.2878,0.2619,0.3250,0.942,1.2784,0.2588,0.3250,1.2878,0.2619,0.3250,0.0391,0.0391,0.0391,0.307,0.0283
121,4037,529.81,476.86,977.91,795.82,detected,CONFIRMED,0,blue_hsv_shape,-0.2676,0.0658,1.6059,1.2890,0.2687,0.3250,0.943,1.2777,0.2676,0.3250,1.2890,0.2687,0.3250,0.0391,0.0391,0.0391,0.320,0.0184
122,4071,526.12,476.42,970.11,794.63,detected,CONFIRMED,0,blue_hsv_shape,-0.2754,0.0647,1.6075,1.2901,0.2758,0.3250,0.941,1.2797,0.2754,0.3250,1.2901,0.2758,0.3250,0.0391,0.0391,0.0391,0.329,0.0097
123,4104,524.41,476.17,966.40,793.97,detected,CONFIRMED,0,blue_hsv_shape,-0.2791,0.0640,1.6084,1.2910,0.2822,0.3250,0.941,1.2808,0.2791,0.3250,1.2910,0.2822,0.3250,0.0391,0.0391,0.0391,0.343,0.0149
124,4137,521.84,476.45,958.12,792.18,detected,CONFIRMED,0,blue_hsv_shape,-0.2866,0.0622,1.6110,1.2922,0.2887,0.3250,0.944,1.2840,0.2866,0.3250,1.2922,0.2887,0.3250,0.0391,0.0391,0.0391,0.354,0.0047
125,4171,518.96,476.60,948.32,789.62,detected,CONFIRMED,0,blue_hsv_shape,-0.2955,0.0596,1.6147,1.2938,0.2957,0.3250,0.946,1.2885,0.2955,0.3250,1.2938,0.2957,0.3250,0.0391,0.0391,0.0391,0.358,0.0011
126,4204,517.00,475.86,938.17,774.54,detected,CONFIRMED,0,blue_hsv_shape,-0.3071,0.0436,1.6376,1.3002,0.3035,0.3250,0.950,1.3164,0.3071,0.3250,1.3002,0.3035,0.3250,0.0390,0.0390,0.0390,0.339,0.1535
127,4238,515.06,476.60,926.82,774.46,detected,CONFIRMED,0,blue_hsv_shape,-0.3160,0.0437,1.6375,1.3057,0.3116,0.3250,0.954,1.3163,0.3160,0.3250,1.3057,0.3116,0.3250,0.0390,0.0390,0.0390,0.322,0.0036
128,4271,514.56,477.08,920.92,774.97,detected,CONFIRMED,0,blue_hsv_shape,-0.3202,0.0443,1.6366,1.3102,0.3190,0.3250,0.954,1.3153,0.3202,0.3250,1.3102,0.3190,0.3250,0.0390,0.0390,0.0390,0.315,0.0006
129,4304,512.44,477.17,906.79,773.19,detected,CONFIRMED,0,blue_hsv_shape,-0.3315,0.0425,1.6392,1.3146,0.3272,0.3250,0.949,1.3183,0.3315,0.3250,1.3146,0.3272,0.3250,0.0390,0.0390,0.0390,0.304,0.0059
130,4338,510.58,477.70,894.98,771.44,detected,CONFIRMED,0,blue_hsv_shape,-0.3412,0.0407,1.6417,1.3187,0.3358,0.3250,0.950,1.3214,0.3412,0.3250,1.3187,0.3358,0.3250,0.0390,0.0390,0.0390,0.292,0.0044
131,4371,508.84,477.40,885.32,768.09,detected,CONFIRMED,0,blue_hsv_shape,-0.3498,0.0372,1.6468,1.3233,0.3444,0.3250,0.946,1.3276,0.3498,0.3250,1.3233,0.3444,0.3250,0.0390,0.0390,0.0390,0.279,0.0067
132,4404,507.87,477.73,874.17,765.32,detected,CONFIRMED,0,blue_hsv_shape,-0.3588,0.0343,1.6509,1.3281,0.3532,0.3250,0.939,1.3327,0.3588,0.3250,1.3281,0.3532,0.3250,0.0390,0.0390,0.0390,0.264,0.0061
133,4438,507.90,478.02,868.42,763.87,detected,CONFIRMED,0,blue_hsv_shape,-0.3630,0.0327,1.6531,1.3326,0.3613,0.3250,0.939,1.3354,0.3630,0.3250,1.3326,0.3613,0.3250,0.0390,0.0390,0.0390,0.259,0.0004
134,4471,507.51,478.16,861.66,762.29,detected,CONFIRMED,0,blue_hsv_shape,-0.3684,0.0311,1.6555,1.3368,0.3689,0.3250,0.944,1.3383,0.3684,0.3250,1.3368,0.3689,0.3250,0.0390,0.0390,0.0390,0.258,0.0006
135,4504,507.36,478.20,854.57,760.57,detected,CONFIRMED,0,blue_hsv_shape,-0.3738,0.0292,1.6581,1.3409,0.3761,0.3250,0.941,1.3415,0.3738,0.3250,1.3409,0.3761,0.3250,0.0391,0.0391,0.0391,0.262,0.0014
136,4538,507.34,477.16,847.21,757.72,detected,CONFIRMED,0,blue_hsv_shape,-0.3797,0.0262,1.6625,1.3452,0.3830,0.3250,0.931,1.3468,0.3797,0.3250,1.3452,0.3830,0.3250,0.0391,0.0391,0.0391,0.266,0.0025
137,4571,507.26,475.74,837.70,744.52,detected,CONFIRMED,0,blue_hsv_shape,-0.3904,0.0114,1.6835,1.3535,0.3906,0.3250,0.928,1.3725,0.3904,0.3250,1.3535,0.3906,0.3250,0.0391,0.0391,0.0391,0.248,0.1524
138,4605,507.62,475.35,832.64,736.36,detected,CONFIRMED,0,blue_hsv_shape,-0.3962,0.0022,1.6968,1.3636,0.3978,0.3250,0.928,1.3887,0.3962,0.3250,1.3636,0.3978,0.3250,0.0392,0.0392,0.0392,0.224,0.1003
139,4638,506.85,476.01,826.97,739.64,detected,CONFIRMED,0,blue_hsv_shape,-0.3997,0.0060,1.6913,1.3711,0.4043,0.3250,0.928,1.3820,0.3997,0.3250,1.3711,0.4043,0.3250,0.0392,0.0392,0.0392,0.220,0.0082
140,4671,505.42,476.43,821.83,743.44,detected,CONFIRMED,0,blue_hsv_shape,-0.4030,0.0104,1.6850,1.3760,0.4101,0.3250,0.928,1.3743,0.4030,0.3250,1.3760,0.4101,0.3250,0.0392,0.0392,0.0392,0.233,0.0297
141,4705,490.79,469.00,812.71,744.11,detected,CONFIRMED,0,blue_hsv_shape,-0.4193,0.0114,1.6836,1.3797,0.4177,0.3250,0.906,1.3726,0.4193,0.3250,1.3797,0.4177,0.3250,0.0393,0.0393,0.0393,0.239,0.0293
142,4738,481.58,463.70,804.34,741.30,detected,CONFIRMED,0,blue_hsv_shape,-0.4325,0.0084,1.6879,1.3835,0.4264,0.3250,0.903,1.3778,0.4325,0.3250,1.3835,0.4264,0.3250,0.0394,0.0394,0.0394,0.235,0.0115
143,4771,476.35,460.54,800.17,739.80,detected,CONFIRMED,0,blue_hsv_shape,-0.4397,0.0068,1.6902,1.3870,0.4349,0.3250,0.904,1.3806,0.4397,0.3250,1.3870,0.4349,0.3250,0.0395,0.0395,0.0395,0.234,0.0053
144,4805,473.02,458.79,794.76,737.71,detected,CONFIRMED,0,blue_hsv_shape,-0.4465,0.0045,1.6935,1.3905,0.4432,0.3250,0.903,1.3847,0.4465,0.3250,1.3905,0.4432,0.3250,0.0395,0.0395,0.0395,0.234,0.0025
145,4838,471.89,458.01,787.94,735.65,detected,CONFIRMED,0,blue_hsv_shape,-0.4529,0.0022,1.6967,1.3939,0.4512,0.3250,0.902,1.3886,0.4529,0.3250,1.3939,0.4512,0.3250,0.0396,0.0396,0.0396,0.237,0.0018
146,4872,470.43,457.83,782.36,733.59,detected,CONFIRMED,0,blue_hsv_shape,-0.4586,-0.0001,1.7000,1.3974,0.4588,0.3250,0.903,1.3926,0.4586,0.3250,1.3974,0.4588,0.3250,0.0396,0.0396,0.0396,0.242,0.0018
147,4905,469.91,457.90,775.77,723.40,detected,CONFIRMED,0,blue_hsv_shape,-0.4676,-0.0119,1.7169,1.4039,0.4667,0.3250,0.904,1.4132,0.4676,0.3250,1.4039,0.4667,0.3250,0.0396,0.0396,0.0396,0.231,0.0665
148,4938,470.38,467.27,772.48,716.93,detected,CONFIRMED,0,blue_hsv_shape,-0.4721,-0.0196,1.7278,1.4120,0.4740,0.3250,0.931,1.4265,0.4721,0.3250,1.4120,0.4740,0.3250,0.0395,0.0395,0.0395,0.219,0.0498
149,4972,470.89,473.19,769.11,712.09,detected,CONFIRMED,0,blue_hsv_shape,-0.4761,-0.0253,1.7360,1.4206,0.4806,0.3250,0.931,1.4365,0.4761,0.3250,1.4206,0.4806,0.3250,0.0394,0.0394,0.0394,0.208,0.0384
150,5005,471.23,471.16,764.18,708.44,detected,CONFIRMED,0,blue_hsv_shape,-0.4809,-0.0296,1.7422,1.4294,0.4868,0.3250,0.911,1.4441,0.4809,0.3250,1.4294,0.4868,0.3250,0.0395,0.0395,0.0395,0.200,0.0210
151,5038,468.68,474.80,759.00,705.23,detected,CONFIRMED,0,blue_hsv_shape,-0.4878,-0.0334,1.7476,1.4380,0.4930,0.3250,0.931,1.4508,0.4878,0.3250,1.4380,0.4930,0.3250,0.0394,0.0394,0.0394,0.192,0.0160
152,5072,466.71,478.05,753.94,711.57,detected,CONFIRMED,0,blue_hsv_shape,-0.4903,-0.0257,1.7366,1.4428,0.4984,0.3250,0.931,1.4373,0.4903,0.3250,1.4428,0.4984,0.3250,0.0393,0.0393,0.0393,0.212,0.0702
153,5105,465.80,479.62,751.44,715.92,detected,CONFIRMED,0,blue_hsv_shape,-0.4909,-0.0205,1.7291,1.4448,0.5027,0.3250,0.931,1.4281,0.4909,0.3250,1.4448,0.5027,0.3250,0.0393,0.0393,0.0393,0.251,0.1022
154,5138,464.82,480.09,748.02,717.80,detected,CONFIRMED,0,blue_hsv_shape,-0.4933,-0.0182,1.7258,1.4454,0.5065,0.3250,0.930,1.4242,0.4933,0.3250,1.4454,0.5065,0.3250,0.0393,0.0393,0.0393,0.299,0.0889
155,5172,463.78,480.00,743.46,718.50,detected,CONFIRMED,0,blue_hsv_shape,-0.4971,-0.0173,1.7246,1.4452,0.5100,0.3250,0.929,1.4226,0.4971,0.3250,1.4452,0.5100,0.3250,0.0393,0.0393,0.0393,0.347,0.0766
156,5205,462.32,472.28,739.09,716.96,detected,CONFIRMED,0,blue_hsv_shape,-0.5019,-0.0191,1.7271,1.4453,0.5136,0.3250,0.903,1.4257,0.5019,0.3250,1.4453,0.5136,0.3250,0.0394,0.0394,0.0394,0.387,0.0464
157,5239,461.49,466.39,734.46,715.63,detected,CONFIRMED,0,blue_hsv_shape,-0.5064,-0.0206,1.7293,1.4455,0.5172,0.3250,0.901,1.4283,0.5064,0.3250,1.4455,0.5172,0.3250,0.0394,0.0394,0.0394,0.423,0.0382
158,5272,461.27,462.67,732.01,714.98,detected,CONFIRMED,0,blue_hsv_shape,-0.5086,-0.0213,1.7303,1.4456,0.5202,0.3250,0.901,1.4296,0.5086,0.3250,1.4456,0.5202,0.3250,0.0395,0.0395,0.0395,0.459,0.0442
159,5305,460.32,460.52,729.96,714.28,detected,CONFIRMED,0,blue_hsv_shape,-0.5111,-0.0221,1.7315,1.4455,0.5230,0.3250,0.901,1.4310,0.5111,0.3250,1.4455,0.5230,0.3250,0.0396,0.0396,0.0396,0.494,0.0373
160,5339,457.77,435.22,728.20,711.62,detected,CONFIRMED,0,blue_hsv_shape,-0.5154,-0.0253,1.7360,1.4465,0.5260,0.3250,0.827,1.4365,0.5154,0.3250,1.4465,0.5260,0.3250,0.0400,0.0400,0.0400,0.519,0.0254
161,5372,456.34,444.32,726.58,712.32,detected,CONFIRMED,0,blue_hsv_shape,-0.5173,-0.0244,1.7347,1.4465,0.5284,0.3250,0.902,1.4350,0.5173,0.3250,1.4465,0.5284,0.3250,0.0400,0.0400,0.0400,0.549,0.0266
162,5405,454.21,450.47,726.31,712.50,detected,CONFIRMED,0,blue_hsv_shape,-0.5190,-0.0242,1.7344,1.4463,0.5304,0.3250,0.903,1.4346,0.5190,0.3250,1.4463,0.5304,0.3250,0.0399,0.0399,0.0399,0.581,0.0276
163,5439,453.02,454.76,726.51,712.47,detected,CONFIRMED,0,blue_hsv_shape,-0.5197,-0.0242,1.7344,1.4459,0.5320,0.3250,0.903,1.4346,0.5197,0.3250,1.4459,0.5320,0.3250,0.0399,0.0399,0.0399,0.613,0.0305
164,5472,452.80,457.65,725.53,711.86,detected,CONFIRMED,0,blue_hsv_shape,-0.5208,-0.0249,1.7354,1.4455,0.5332,0.3250,0.902,1.4358,0.5208,0.3250,1.4455,0.5332,0.3250,0.0398,0.0398,0.0398,0.643,0.0248
165,5506,452.87,459.49,725.10,710.44,detected,CONFIRMED,0,blue_hsv_shape,-0.5217,-0.0266,1.7378,1.4457,0.5342,0.3250,0.901,1.4388,0.5217,0.3250,1.4457,0.5342,0.3250,0.0398,0.0398,0.0398,0.671,0.0200
166,5539,450.59,469.07,725.41,712.05,detected,CONFIRMED,0,blue_hsv_shape,-0.5224,-0.0246,1.7350,1.4449,0.5348,0.3250,0.936,1.4354,0.5224,0.3250,1.4449,0.5348,0.3250,0.0396,0.0396,0.0396,0.702,0.0307
167,5572,449.30,475.13,725.80,712.76,detected,STATIONARY,0,blue_hsv_shape,-0.5228,-0.0238,1.7338,1.4439,0.5351,0.3250,0.941,1.4339,0.5228,0.3250,1.4439,0.5351,0.3250,0.0395,0.0395,0.0395,0.733,0.0297
168,5606,448.62,478.47,726.17,712.98,detected,STATIONARY,0,blue_hsv_shape,-0.5229,-0.0235,1.7334,1.4427,0.5352,0.3250,0.941,1.4334,0.5229,0.3250,1.4427,0.5352,0.3250,0.0394,0.0394,0.0394,0.763,0.0276
169,5639,448.33,480.08,726.49,712.97,detected,STATIONARY,0,blue_hsv_shape,-0.5229,-0.0235,1.7334,1.4417,0.5350,0.3250,0.940,1.4334,0.5229,0.3250,1.4417,0.5350,0.3250,0.0393,0.0393,0.0393,0.791,0.0250
170,5672,448.09,464.61,725.82,711.62,detected,STATIONARY,0,blue_hsv_shape,-0.5242,-0.0251,1.7358,1.4412,0.5350,0.3250,0.878,1.4363,0.5242,0.3250,1.4412,0.5350,0.3250,0.0395,0.0395,0.0395,0.814,0.0185
171,5706,448.11,452.62,725.36,711.22,detected,STATIONARY,0,blue_hsv_shape,-0.5246,-0.0256,1.7364,1.4409,0.5349,0.3250,0.878,1.4371,0.5246,0.3250,1.4409,0.5349,0.3250,0.0397,0.0397,0.0397,0.834,0.0174
172,5739,448.24,444.61,725.08,711.49,detected,STATIONARY,0,blue_hsv_shape,-0.5246,-0.0253,1.7360,1.4405,0.5346,0.3250,0.878,1.4365,0.5246,0.3250,1.4405,0.5346,0.3250,0.0398,0.0398,0.0398,0.855,0.0163
173,5772,448.41,439.82,724.93,712.02,detected,STATIONARY,0,blue_hsv_shape,-0.5244,-0.0246,1.7350,1.4399,0.5341,0.3250,0.879,1.4354,0.5244,0.3250,1.4399,0.5341,0.3250,0.0399,0.0399,0.0399,0.875,0.0148
174,5806,448.95,437.25,723.48,712.11,detected,STATIONARY,0,blue_hsv_shape,-0.5250,-0.0245,1.7349,1.4392,0.5337,0.3250,0.880,1.4352,0.5250,0.3250,1.4392,0.5337,0.3250,0.0400,0.0400,0.0400,0.892,0.0085
175,5839,449.01,435.72,723.91,712.23,detected,STATIONARY,0,blue_hsv_shape,-0.5246,-0.0244,1.7347,1.4386,0.5330,0.3250,0.878,1.4350,0.5246,0.3250,1.4386,0.5330,0.3250,0.0400,0.0400,0.0400,0.909,0.0092
176,5873,449.04,434.85,724.26,706.25,detected,STATIONARY,0,blue_hsv_shape,-0.5270,-0.0316,1.7450,1.4403,0.5328,0.3250,0.879,1.4475,0.5270,0.3250,1.4403,0.5328,0.3250,0.0401,0.0401,0.0401,0.918,0.0412
177,5906,449.05,434.96,724.53,702.35,detected,STATIONARY,0,blue_hsv_shape,-0.5285,-0.0364,1.7518,1.4433,0.5328,0.3250,0.879,1.4558,0.5285,0.3250,1.4433,0.5328,0.3250,0.0401,0.0401,0.0401,0.916,0.0351
178,5939,449.42,435.56,723.35,699.95,detected,STATIONARY,0,blue_hsv_shape,-0.5302,-0.0393,1.7560,1.4470,0.5330,0.3250,0.879,1.4609,0.5302,0.3250,1.4470,0.5330,0.3250,0.0401,0.0401,0.0401,0.903,0.0250
179,5973,449.33,436.77,723.95,698.15,detected,STATIONARY,0,blue_hsv_shape,-0.5306,-0.0415,1.7591,1.4509,0.5332,0.3250,0.880,1.4648,0.5306,0.3250,1.4509,0.5332,0.3250,0.0402,0.0402,0.0402,0.884,0.0211
180,6006,449.24,437.84,724.38,697.18,detected,STATIONARY,0,blue_hsv_shape,-0.5308,-0.0427,1.7608,1.4548,0.5333,0.3250,0.880,1.4669,0.5308,0.3250,1.4548,0.5333,0.3250,0.0402,0.0402,0.0402,0.865,0.0124
181,6039,449.14,458.82,724.72,698.14,detected,STATIONARY,0,blue_hsv_shape,-0.5302,-0.0415,1.7592,1.4579,0.5332,0.3250,0.945,1.4648,0.5302,0.3250,1.4579,0.5332,0.3250,0.0399,0.0399,0.0399,0.854,0.0066
182,6073,449.07,470.43,724.91,698.09,detected,STATIONARY,0,blue_hsv_shape,-0.5301,-0.0416,1.7592,1.4606,0.5331,0.3250,0.944,1.4649,0.5301,0.3250,1.4606,0.5331,0.3250,0.0397,0.0397,0.0397,0.847,0.0032
183,6106,449.03,476.95,725.01,697.77,detected,STATIONARY,0,blue_hsv_shape,-0.5302,-0.0420,1.7598,1.4629,0.5330,0.3250,0.944,1.4656,0.5302,0.3250,1.4629,0.5330,0.3250,0.0395,0.0395,0.0395,0.843,0.0014
184,6139,449.00,480.19,725.07,696.92,detected,STATIONARY,0,blue_hsv_shape,-0.5306,-0.0430,1.7613,1.4652,0.5329,0.3250,0.944,1.4675,0.5306,0.3250,1.4652,0.5329,0.3250,0.0394,0.0394,0.0394,0.840,0.0010
185,6173,448.98,481.45,725.09,696.34,detected,STATIONARY,0,blue_hsv_shape,-0.5309,-0.0437,1.7623,1.4674,0.5328,0.3250,0.944,1.4687,0.5309,0.3250,1.4674,0.5328,0.3250,0.0393,0.0393,0.0393,0.838,0.0005
186,6206,448.97,481.54,725.09,696.03,detected,STATIONARY,0,blue_hsv_shape,-0.5310,-0.0441,1.7629,1.4692,0.5328,0.3250,0.944,1.4694,0.5310,0.3250,1.4692,0.5328,0.3250,0.0392,0.0392,0.0392,0.838,0.0007
187,6240,448.97,481.04,725.07,695.93,detected,STATIONARY,0,blue_hsv_shape,-0.5311,-0.0442,1.7630,1.4708,0.5327,0.3250,0.944,1.4696,0.5311,0.3250,1.4708,0.5327,0.3250,0.0391,0.0391,0.0391,0.841,0.0015
188,6273,448.97,480.29,725.06,695.98,detected,STATIONARY,0,blue_hsv_shape,-0.5311,-0.0442,1.7630,1.4721,0.5326,0.3250,0.944,1.4695,0.5311,0.3250,1.4721,0.5326,0.3250,0.0391,0.0391,0.0391,0.847,0.0024
189,6306,448.98,479.51,725.05,696.11,detected,STATIONARY,0,blue_hsv_shape,-0.5310,-0.0440,1.7627,1.4730,0.5325,0.3250,0.944,1.4692,0.5310,0.3250,1.4730,0.5325,0.3250,0.0391,0.0391,0.0391,0.855,0.0034
190,6340,448.98,478.33,725.03,696.25,detected,STATIONARY,0,blue_hsv_shape,-0.5310,-0.0438,1.7625,1.4736,0.5323,0.3250,0.942,1.4689,0.5310,0.3250,1.4736,0.5323,0.3250,0.0391,0.0391,0.0391,0.865,0.0042
191,6373,448.99,477.44,725.02,696.42,detected,STATIONARY,0,blue_hsv_shape,-0.5309,-0.0436,1.7622,1.4739,0.5322,0.3250,0.942,1.4685,0.5309,0.3250,1.4739,0.5322,0.3250,0.0391,0.0391,0.0391,0.876,0.0046
192,6406,448.99,476.81,725.01,696.59,detected,STATIONARY,0,blue_hsv_shape,-0.5308,-0.0434,1.7619,1.4740,0.5320,0.3250,0.942,1.4682,0.5308,0.3250,1.4740,0.5320,0.3250,0.0391,0.0391,0.0391,0.888,0.0048
193,6440,448.99,476.40,725.01,696.74,detected,STATIONARY,0,blue_hsv_shape,-0.5307,-0.0432,1.7616,1.4739,0.5319,0.3250,0.942,1.4678,0.5307,0.3250,1.4739,0.5319,0.3250,0.0391,0.0391,0.0391,0.900,0.0048
194,6473,449.00,476.63,725.00,696.89,detected,STATIONARY,0,blue_hsv_shape,-0.5307,-0.0431,1.7614,1.4737,0.5317,0.3250,0.944,1.4675,0.5307,0.3250,1.4737,0.5317,0.3250,0.0391,0.0391,0.0391,0.913,0.0045
195,6506,449.00,476.80,725.00,696.98,detected,STATIONARY,0,blue_hsv_shape,-0.5306,-0.0430,1.7612,1.4733,0.5315,0.3250,0.944,1.4673,0.5306,0.3250,1.4733,0.5315,0.3250,0.0391,0.0391,0.0391,0.925,0.0040
196,6540,449.00,476.90,725.00,697.02,detected,STATIONARY,0,blue_hsv_shape,-0.5306,-0.0429,1.7611,1.4729,0.5314,0.3250,0.944,1.4672,0.5306,0.3250,1.4729,0.5314,0.3250,0.0391,0.0391,0.0391,0.936,0.0035
197,6573,449.00,476.96,725.00,697.04,detected,STATIONARY,0,blue_hsv_shape,-0.5306,-0.0429,1.7611,1.4724,0.5313,0.3250,0.944,1.4672,0.5306,0.3250,1.4724,0.5313,0.3250,0.0391,0.0391,0.0391,0.947,0.0029
198,6607,449.00,477.00,725.00,697.04,detected,STATIONARY,0,blue_hsv_shape,-0.5306,-0.0429,1.7611,1.4720,0.5311,0.3250,0.944,1.4672,0.5306,0.3250,1.4720,0.5311,0.3250,0.0391,0.0391,0.0391,0.957,0.0024
199,6640,449.00,477.01,725.00,697.03,detected,STATIONARY,0,blue_hsv_shape,-0.5306,-0.0429,1.7611,1.4715,0.5310,0.3250,0.944,1.4672,0.5306,0.3250,1.4715,0.5310,0.3250,0.0391,0.0391,0.0391,0.965,0.0019
