frame_id,timestamp_ms,x_world_raw_strict,y_world_raw_strict,x_world_filtered_strict,y_world_filtered_strict,x_world_raw_waypoint_calibrated,y_world_raw_waypoint_calibrated,x_world_filtered_waypoint_calibrated,y_world_filtered_waypoint_calibrated,z_world
257,8575,3.3131,0.9570,3.3959,0.9839,6.8063,-1.2188,7.0629,-1.2101,0.3250
258,8609,3.3076,0.9527,3.3747,0.9764,6.7931,-1.2147,6.9981,-1.2111,0.3250
259,8642,3.3074,0.9497,3.3561,0.9692,6.7971,-1.2092,6.9422,-1.2110,0.3250
260,8675,3.3808,0.9632,3.3533,0.9655,7.0416,-1.1818,6.9382,-1.2059,0.3250
261,8709,3.4326,0.9732,3.3610,0.9642,7.2127,-1.1637,6.9681,-1.1980,0.3250
262,8742,3.4700,0.9713,3.3756,0.9629,7.3512,-1.1332,7.0228,-1.1852,0.3250
263,8775,3.4247,0.9466,3.3809,0.9576,7.2265,-1.1192,7.0505,-1.1713,0.3250
264,8809,3.4581,0.9428,3.3921,0.9523,7.3536,-1.0880,7.0995,-1.1533,0.3250
265,8842,3.4796,0.9399,3.4064,0.9473,7.4362,-1.0671,7.1594,-1.1335,0.3250
266,8876,3.4922,0.9389,3.4218,0.9428,7.4834,-1.0561,7.2220,-1.1142,0.3250
267,8909,3.4637,0.9300,3.4304,0.9375,7.3944,-1.0598,7.2619,-1.0979,0.3250
268,8942,3.4436,0.9185,3.4344,0.9309,7.3400,-1.0527,7.2869,-1.0826,0.3250
269,8976,3.4268,0.9125,3.4348,0.9242,7.2887,-1.0534,7.2989,-1.0697,0.3250
270,9009,3.4195,0.9062,3.4336,0.9174,7.2722,-1.0467,7.3056,-1.0577,0.3250
271,9042,3.4152,0.9029,3.4316,0.9110,7.2618,-1.0437,7.3085,-1.0471,0.3250
272,9076,3.4133,0.8955,3.4293,0.9042,7.2667,-1.0311,7.3109,-1.0360,0.3250
273,9109,3.4093,0.8894,3.4264,0.8974,7.2621,-1.0224,7.3111,-1.0253,0.3250
274,9142,3.4074,0.8836,3.4233,0.8907,7.2644,-1.0129,7.3108,-1.0148,0.3250
275,9176,3.4105,0.8781,3.4211,0.8840,7.2841,-1.0004,7.3134,-1.0038,0.3250
276,9209,3.4128,0.8755,3.4195,0.8780,7.2968,-0.9937,7.3172,-0.9936,0.3250
277,9243,3.4490,0.8774,3.4248,0.8734,7.4246,-0.9715,7.3435,-0.9812,0.3250
278,9276,3.4352,0.8690,3.4270,0.8682,7.3881,-0.9656,7.3597,-0.9698,0.3250
279,9309,3.4253,0.8614,3.4271,0.8625,7.3644,-0.9583,7.3692,-0.9591,0.3250
280,9343,3.4152,0.8531,3.4253,0.8563,7.3414,-0.9498,7.3725,-0.9487,0.3250
281,9376,3.4087,0.8485,3.4225,0.8504,7.3251,-0.9458,7.3717,-0.9396,0.3250
282,9409,3.4049,0.8436,3.4192,0.8446,7.3191,-0.9394,7.3691,-0.9310,0.3250
283,9443,3.3945,0.8006,3.4144,0.8321,7.3497,-0.8659,7.3717,-0.9109,0.3250
284,9476,3.3881,0.7708,3.4089,0.8158,7.3740,-0.8143,7.3778,-0.8841,0.3250
285,9510,3.3648,0.7407,3.3998,0.7961,7.3378,-0.7743,7.3761,-0.8536,0.3250
286,9543,3.3505,0.7242,3.3891,0.7760,7.3119,-0.7536,7.3693,-0.8234,0.3250
287,9576,3.3359,0.7127,3.3770,0.7565,7.2777,-0.7423,7.3565,-0.7954,0.3250
288,9610,3.2993,0.6999,3.3596,0.7374,7.1654,-0.7446,7.3240,-0.7719,0.3250
289,9643,3.3053,0.6927,3.3454,0.7198,7.1987,-0.7267,7.3006,-0.7490,0.3250
290,9676,3.3797,0.6948,3.3466,0.7053,7.4646,-0.6772,7.3282,-0.7208,0.3250
291,9710,3.4352,0.6990,3.3585,0.6940,7.6590,-0.6453,7.3889,-0.6910,0.3250
292,9743,3.3677,0.6808,3.3571,0.6816,7.4434,-0.6594,7.4040,-0.6685,0.3250
293,9776,3.3194,0.6645,3.3474,0.6684,7.2946,-0.6634,7.3899,-0.6506,0.3250
294,9810,3.2812,0.6501,3.3326,0.6550,7.1792,-0.6638,7.3577,-0.6360,0.3250
295,9843,3.2562,0.6383,3.3150,0.6418,7.1073,-0.6596,7.3149,-0.6238,0.3250
296,9877,3.2414,0.6321,3.2968,0.6297,7.0638,-0.6584,7.2680,-0.6142,0.3250
297,9910,3.2310,0.6265,3.2788,0.6188,7.0350,-0.6553,7.2205,-0.6066,0.3250
298,9943,3.2946,0.6333,3.2748,0.6115,7.2546,-0.6225,7.2175,-0.5957,0.3250
299,9977,3.3369,0.6354,3.2798,0.6064,7.4045,-0.5960,7.2438,-0.5824,0.3250
300,10010,3.2924,0.6193,3.2764,0.5994,7.2688,-0.5977,7.2424,-0.5718,0.3250
301,10043,3.2596,0.6089,3.2680,0.5923,7.1666,-0.6017,7.2236,-0.5643,0.3250
302,10077,3.2435,0.6002,3.2582,0.5851,7.1223,-0.5968,7.1992,-0.5580,0.3250
303,10110,3.2474,0.5519,3.2504,0.5704,7.2134,-0.5030,7.1946,-0.5358,0.3250
304,10143,3.3454,0.5734,3.2622,0.5624,7.5338,-0.4732,7.2502,-0.5122,0.3250
305,10177,3.4168,0.5877,3.2866,0.5587,7.7694,-0.4489,7.3442,-0.4877,0.3250
306,10210,3.4619,0.5983,3.3171,0.5581,7.9158,-0.4366,7.4555,-0.4648,0.3250
307,10244,3.4869,0.5994,3.3493,0.5587,8.0044,-0.4207,7.5714,-0.4427,0.3250
308,10277,3.4911,0.5962,3.3789,0.5593,8.0246,-0.4117,7.6774,-0.4226,0.3250
309,10310,3.4890,0.5872,3.4047,0.5588,8.0316,-0.3961,7.7718,-0.4031,0.3250
310,10344,3.4166,0.5663,3.4140,0.5550,7.8030,-0.4087,7.8114,-0.3893,0.3250
311,10377,3.3677,0.5535,3.4127,0.5498,7.6462,-0.4197,7.8147,-0.3805,0.3250
312,10410,3.3753,0.5447,3.4122,0.5440,7.6876,-0.3977,7.8222,-0.3699,0.3250
313,10444,3.4075,0.5398,3.4170,0.5384,7.8120,-0.3654,7.8487,-0.3559,0.3250
314,10477,3.4305,0.5326,3.4249,0.5325,7.9067,-0.3354,7.8867,-0.3391,0.3250
315,10510,3.4450,0.5250,3.4341,0.5263,7.9711,-0.3107,7.9297,-0.3209,0.3250
316,10544,3.4533,0.5211,3.4433,0.5205,8.0074,-0.2973,7.9723,-0.3034,0.3250
317,10577,3.4543,0.5132,3.4512,0.5144,8.0236,-0.2818,8.0108,-0.2861,0.3250
318,10611,3.3330,0.3722,3.4338,0.4815,7.8091,-0.1033,7.9998,-0.2368,0.3250
319,10644,3.2817,0.2982,3.4097,0.4407,7.7412,-0.0007,7.9776,-0.1771,0.3250
320,10677,3.3638,0.2538,3.4023,0.3949,8.1089,0.1418,8.0239,-0.0963,0.3250
321,10711,3.4188,0.2320,3.4063,0.3514,8.3430,0.2224,8.1076,-0.0114,0.3250
322,10744,3.3533,0.2082,3.3978,0.3106,8.1438,0.2202,8.1416,0.0592,0.3250
323,10777,3.2976,0.1887,3.3799,0.2718,7.9732,0.2169,8.1387,0.1195,0.3250
324,10811,3.2594,0.1754,3.3557,0.2354,7.8559,0.2145,8.1089,0.1707,0.3250
325,10844,3.2385,0.1588,3.3303,0.2016,7.8067,0.2308,8.0709,0.2161,0.3250
326,10878,3.2280,0.1519,3.3061,0.1722,7.7798,0.2363,8.0303,0.2542,0.3250
327,10911,3.3348,0.1499,3.3051,0.1475,8.1696,0.3168,8.0660,0.3000,0.3250
328,10944,3.4041,0.1387,3.3178,0.1254,8.4381,0.3875,8.1470,0.3507,0.3250
329,10978,3.4478,0.1242,3.3379,0.1049,8.6194,0.4462,8.2523,0.4036,0.3250
330,11011,3.4655,0.1087,3.3595,0.0858,8.7080,0.4881,8.3611,0.4553,0.3250
331,11044,3.4727,0.1005,3.3805,0.0691,8.7474,0.5088,8.4636,0.5018,0.3250
332,11078,3.4772,0.0843,3.4002,0.0531,8.7895,0.5425,8.5604,0.5460,0.3250
333,11111,3.4772,0.0680,3.4177,0.0376,8.8156,0.5733,8.6483,0.5877,0.3250
334,11144,3.4080,0.0493,3.4202,0.0221,8.5945,0.5587,8.6819,0.6186,0.3250
335,11178,3.3637,0.0281,3.4137,0.0061,8.4679,0.5668,8.6842,0.6442,0.3250
336,11211,3.3367,0.0174,3.4025,-0.0085,8.3871,0.5675,8.6668,0.6637,0.3250
337,11245,3.3215,0.0052,3.3893,-0.0222,8.3518,0.5798,8.6408,0.6800,0.3250
338,11278,3.3141,-0.0096,3.3759,-0.0356,8.3484,0.6023,8.6135,0.6955,0.3250
339,11311,3.3082,-0.0273,3.3627,-0.0493,8.3553,0.6314,8.5875,0.7118,0.3250
340,11345,3.3064,-0.0468,3.3506,-0.0636,8.3799,0.6668,8.5665,0.7301,0.3250
341,11378,3.3066,-0.0567,3.3399,-0.0768,8.3961,0.6855,8.5488,0.7473,0.3250
342,11411,3.3012,-0.0942,3.3296,-0.0941,8.4364,0.7523,8.5390,0.7725,0.3250
343,11445,3.3150,-0.1208,3.3232,-0.1131,8.5285,0.8122,8.5462,0.8038,0.3250
344,11478,3.2703,-0.1356,3.3099,-0.1315,8.3907,0.8081,8.5274,0.8288,0.3250
345,11512,3.3277,-0.1488,3.3087,-0.1490,8.6193,0.8741,8.5509,0.8609,0.3250
346,11545,3.3650,-0.1546,3.3150,-0.1643,8.7635,0.9118,8.5981,0.8943,0.3250
347,11578,3.3377,-0.1586,3.3160,-0.1774,8.6712,0.8997,8.6225,0.9196,0.3250
348,11612,3.3193,-0.1651,3.3138,-0.1888,8.6149,0.8988,8.6328,0.9396,0.3250
349,11645,3.2752,-0.1700,3.3040,-0.1987,8.4631,0.8764,8.6127,0.9510,0.3250
350,11678,3.2438,-0.1804,3.2895,-0.2080,8.3660,0.8734,8.5752,0.9582,0.3250
351,11712,3.2257,-0.1854,3.2735,-0.2160,8.3084,0.8699,8.5301,0.9618,0.3250
352,11745,3.2164,-0.1975,3.2579,-0.2242,8.2941,0.8861,8.4865,0.9661,0.3250
353,11778,3.2031,-0.2111,3.2418,-0.2329,8.2674,0.9020,8.4424,0.9709,0.3250
354,11812,3.2057,-0.2224,3.2286,-0.2417,8.2950,0.9253,8.4082,0.9779,0.3250
355,11845,3.2090,-0.2358,3.2179,-0.2509,8.3282,0.9528,8.3845,0.9877,0.3250
356,11879,3.2124,-0.2419,3.2097,-0.2593,8.3502,0.9667,8.3682,0.9976,0.3250
357,11912,3.2152,-0.2520,3.2036,-0.2677,8.3763,0.9877,8.3594,1.0091,0.3250
358,11945,3.2176,-0.2640,3.1993,-0.2765,8.4040,1.0120,8.3577,1.0224,0.3250
359,11979,3.2194,-0.2765,3.1964,-0.2857,8.4304,1.0369,8.3620,1.0377,0.3250
360,12012,3.2206,-0.2905,3.1948,-0.2956,8.4572,1.0642,8.3719,1.0553,0.3250
361,12045,3.2215,-0.2977,3.1941,-0.3049,8.4718,1.0783,8.3842,1.0723,0.3250
362,12079,3.1861,-0.3042,3.1875,-0.3137,8.3542,1.0651,8.3744,1.0841,0.3250
363,12112,3.2003,-0.3134,3.1848,-0.3223,8.4201,1.0926,8.3781,1.0982,0.3250
364,12145,3.2089,-0.3205,3.1843,-0.3304,8.4626,1.1122,8.3894,1.1133,0.3250
365,12179,3.1769,-0.3310,3.1786,-0.3390,8.3633,1.1090,8.3823,1.1253,0.3250
366,12212,3.1496,-0.3364,3.1692,-0.3468,8.2733,1.0996,8.3607,1.1333,0.3250
367,12246,3.1654,-0.3428,3.1637,-0.3541,8.3405,1.1229,8.3525,1.1432,0.3250
368,12279,3.1370,-0.3457,3.1543,-0.3605,8.2425,1.1081,8.3286,1.1484,0.3250
369,12312,3.1174,-0.3510,3.1427,-0.3665,8.1801,1.1041,8.2962,1.1513,0.3250
370,12346,3.0943,-0.3559,3.1286,-0.3719,8.1040,1.0967,8.2539,1.1514,0.3250
371,12379,3.0801,-0.3582,3.1139,-0.3765,8.0565,1.0908,8.2078,1.1495,0.3250
372,12412,3.0698,-0.3626,3.0993,-0.3807,8.0260,1.0917,8.1618,1.1470,0.3250
373,12446,3.0647,-0.3771,3.0858,-0.3864,8.0305,1.1153,8.1220,1.1480,0.3250
374,12479,3.0627,-0.3868,3.0740,-0.3926,8.0389,1.1322,8.0892,1.1513,0.3250
375,12512,3.0634,-0.3934,3.0643,-0.3988,8.0518,1.1450,8.0639,1.1560,0.3250
376,12546,3.0653,-0.3966,3.0567,-0.4044,8.0638,1.1525,8.0451,1.1610,0.3250
377,12579,3.0675,-0.3985,3.0509,-0.4092,8.0748,1.1575,8.0319,1.1658,0.3250
378,12613,3.0697,-0.4017,3.0469,-0.4135,8.0879,1.1652,8.0243,1.1711,0.3250
379,12646,3.0720,-0.4067,3.0444,-0.4177,8.1041,1.1762,8.0220,1.1772,0.3250
380,12679,3.0738,-0.4116,3.0433,-0.4218,8.1187,1.1869,8.0245,1.1842,0.3250
381,12713,3.0752,-0.4142,3.0432,-0.4255,8.1276,1.1926,8.0298,1.1910,0.3250
382,12746,3.0759,-0.4163,3.0440,-0.4286,8.1337,1.1972,8.0376,1.1974,0.3250
383,12779,3.0765,-0.4183,3.0453,-0.4312,8.1389,1.2014,8.0468,1.2034,0.3250
384,12813,3.0768,-0.4215,3.0470,-0.4338,8.1453,1.2077,8.0570,1.2094,0.3250
385,12846,3.0772,-0.4244,3.0488,-0.4362,8.1512,1.2134,8.0674,1.2153,0.3250
386,12880,3.0774,-0.4258,3.0508,-0.4383,8.1541,1.2161,8.0780,1.2207,0.3250
387,12913,3.0772,-0.4261,3.0531,-0.4397,8.1540,1.2167,8.0885,1.2250,0.3250
388,12946,3.0771,-0.4267,3.0554,-0.4408,8.1545,1.2176,8.0983,1.2285,0.3250
389,12980,3.0771,-0.4273,3.0576,-0.4415,8.1554,1.2188,8.1075,1.2315,0.3250
390,13013,3.0770,-0.4276,3.0598,-0.4418,8.1557,1.2192,8.1159,1.2337,0.3250
391,13046,3.0770,-0.4275,3.0618,-0.4419,8.1556,1.2191,8.1235,1.2352,0.3250
392,13080,3.0770,-0.4273,3.0638,-0.4416,8.1553,1.2188,8.1302,1.2361,0.3250
393,13113,3.0770,-0.4271,3.0657,-0.4411,8.1549,1.2183,8.1360,1.2365,0.3250
394,13146,3.0769,-0.4257,3.0674,-0.4401,8.1520,1.2155,8.1406,1.2359,0.3250
395,13180,3.0142,-0.4161,3.0574,-0.4373,7.9098,1.1525,8.1003,1.2235,0.3250
396,13213,2.9740,-0.4100,3.0412,-0.4336,7.7548,1.1122,8.0355,1.2048,0.3250
397,13247,2.9498,-0.4053,3.0223,-0.4292,7.6596,1.0859,7.9599,1.1829,0.3250
398,13280,2.9340,-0.4000,3.0025,-0.4242,7.5940,1.0647,7.8807,1.1594,0.3250
399,13313,2.9288,-0.3974,2.9842,-0.4192,7.5709,1.0560,7.8063,1.1368,0.3250
400,13347,2.9277,-0.3939,2.9680,-0.4140,7.5615,1.0486,7.7393,1.1154,0.3250
401,13380,2.9290,-0.3922,2.9542,-0.4091,7.5635,1.0463,7.6818,1.0964,0.3250
402,13413,2.9289,-0.3847,2.9426,-0.4036,7.5511,1.0321,7.6311,1.0777,0.3250
403,13447,2.9305,-0.3788,2.9331,-0.3975,7.5476,1.0223,7.5869,1.0593,0.3250
404,13480,2.9321,-0.3724,2.9255,-0.3912,7.5433,1.0113,7.5493,1.0420,0.3250
405,13514,2.9341,-0.3665,2.9199,-0.3844,7.5412,1.0017,7.5182,1.0251,0.3250
406,13547,2.9358,-0.3635,2.9159,-0.3780,7.5425,0.9973,7.4935,1.0102,0.3250
407,13580,2.9372,-0.3589,2.9133,-0.3716,7.5403,0.9895,7.4739,0.9964,0.3250
408,13614,2.9384,-0.3542,2.9118,-0.3654,7.5372,0.9816,7.4585,0.9835,0.3250
409,13647,2.9394,-0.3490,2.9113,-0.3591,7.5324,0.9725,7.4466,0.9713,0.3250
410,13680,2.9403,-0.3435,2.9115,-0.3528,7.5269,0.9627,7.4374,0.9595,0.3250
411,13714,2.9408,-0.3406,2.9123,-0.3469,7.5242,0.9577,7.4311,0.9491,0.3250
412,13747,2.9411,-0.3360,2.9136,-0.3412,7.5180,0.9492,7.4265,0.9392,0.3250
413,13780,2.9414,-0.3290,2.9152,-0.3351,7.5078,0.9363,7.4226,0.9289,0.3250
414,13814,2.9416,-0.3195,2.9169,-0.3283,7.4935,0.9186,7.4181,0.9174,0.3250
415,13847,2.9418,-0.3096,2.9189,-0.3208,7.4783,0.8999,7.4132,0.9046,0.3250
416,13881,2.9419,-0.3041,2.9209,-0.3134,7.4700,0.8897,7.4088,0.8921,0.3250
417,13914,2.9420,-0.2976,2.9231,-0.3060,7.4599,0.8775,7.4048,0.8797,0.3250
418,13947,2.9421,-0.2903,2.9252,-0.2984,7.4488,0.8638,7.4004,0.8670,0.3250
419,13981,2.9423,-0.2807,2.9272,-0.2904,7.4342,0.8460,7.3950,0.8533,0.3250
420,14014,2.9424,-0.2734,2.9292,-0.2822,7.4230,0.8322,7.3894,0.8394,0.3250
421,14047,2.9425,-0.2698,2.9311,-0.2748,7.4175,0.8256,7.3843,0.8268,0.3250
422,14081,2.9426,-0.2627,2.9329,-0.2673,7.4066,0.8122,7.3789,0.8139,0.3250
423,14114,2.9115,-0.2467,2.9289,-0.2583,7.2688,0.7599,7.3501,0.7941,0.3250
424,14147,2.8973,-0.2310,2.9228,-0.2478,7.1922,0.7201,7.3111,0.7700,0.3250
425,14181,2.9556,-0.2230,2.9279,-0.2374,7.3904,0.7468,7.3132,0.7540,0.3250
426,14214,3.0089,-0.2205,2.9428,-0.2281,7.5794,0.7804,7.3523,0.7472,0.3250
427,14248,3.0362,-0.2137,2.9612,-0.2192,7.6674,0.7872,7.4048,0.7436,0.3250
428,14281,3.0461,-0.2042,2.9793,-0.2100,7.6882,0.7764,7.4556,0.7394,0.3250
429,14314,3.0056,-0.1909,2.9877,-0.2000,7.5205,0.7222,7.4702,0.7266,0.3250
430,14348,2.9782,-0.1791,2.9899,-0.1895,7.4025,0.6804,7.4613,0.7084,0.3250
431,14381,2.9600,-0.1731,2.9880,-0.1797,7.3269,0.6560,7.4389,0.6885,0.3250
432,14414,2.9623,-0.1317,2.9863,-0.1636,7.2694,0.5796,7.4071,0.6571,0.3250
433,14448,2.9682,-0.0889,2.9855,-0.1419,7.2226,0.5032,7.3696,0.6155,0.3250
434,14481,2.9744,-0.0564,2.9857,-0.1171,7.1931,0.4465,7.3310,0.5690,0.3250
435,14514,2.9769,-0.0302,2.9862,-0.0910,7.1606,0.3990,7.2910,0.5202,0.3250
436,14548,2.9791,-0.0179,2.9868,-0.0664,7.1492,0.3775,7.2540,0.4742,0.3250
437,14581,3.0347,-0.0041,2.9975,-0.0428,7.3282,0.3913,7.2555,0.4376,0.3250
438,14615,3.0671,0.0141,3.0131,-0.0196,7.4167,0.3803,7.2746,0.4049,0.3250
439,14648,2.9777,0.0272,3.0102,0.0023,7.0724,0.2915,7.2296,0.3617,0.3250
440,14681,2.9085,0.0403,2.9947,0.0230,6.8009,0.2172,7.1405,0.3116,0.3250
441,14715,2.8644,0.0458,2.9723,0.0413,6.6323,0.1751,7.0302,0.2611,0.3250
442,14748,2.8562,0.0529,2.9501,0.0576,6.5914,0.1558,6.9240,0.2144,0.3250
443,14781,2.7297,0.0596,2.9067,0.0720,6.1230,0.0524,6.7437,0.1560,0.3250
444,14815,2.6581,0.0714,2.8550,0.0858,5.8450,-0.0211,6.5350,0.0931,0.3250
445,14848,2.7527,0.0804,2.8267,0.0984,6.1729,0.0297,6.4123,0.0490,0.3250
446,14882,2.8247,0.0862,2.8154,0.1094,6.4246,0.0706,6.3538,0.0201,0.3250
447,14915,2.8770,0.1412,2.8161,0.1281,6.5262,0.0045,6.3267,-0.0146,0.3250
448,14948,2.8939,0.1800,2.8209,0.1508,6.5257,-0.0565,6.3078,-0.0538,0.3250
449,14982,2.9351,0.2293,2.8343,0.1791,6.5962,-0.1197,6.3113,-0.0976,0.3250
450,15015,2.9298,0.2836,2.8457,0.2130,6.4908,-0.2258,6.2985,-0.1532,0.3250
451,15048,2.9230,0.3131,2.8553,0.2474,6.4191,-0.2863,6.2784,-0.2111,0.3250
452,15082,2.8821,0.3316,2.8567,0.2799,6.2415,-0.3505,6.2320,-0.2713,0.3250
453,15115,2.8636,0.3278,2.8550,0.3067,6.1806,-0.3565,6.1830,-0.3231,0.3250
454,15148,2.8490,0.3300,2.8511,0.3295,6.1244,-0.3711,6.1328,-0.3688,0.3250
455,15182,2.8400,0.3410,2.8463,0.3502,6.0744,-0.3983,6.0824,-0.4111,0.3250
456,15215,2.8352,0.3456,2.8413,0.3677,6.0495,-0.4105,6.0365,-0.4477,0.3250
457,15249,2.8354,0.3676,2.8372,0.3857,6.0152,-0.4517,5.9929,-0.4845,0.3250
458,15282,2.8849,0.3940,2.8430,0.4048,6.1523,-0.4660,5.9834,-0.5164,0.3250
459,15315,2.8788,0.4156,2.8472,0.4242,6.0958,-0.5111,5.9678,-0.5499,0.3250
460,15349,2.8681,0.4375,2.8493,0.4439,6.0222,-0.5600,5.9440,-0.5855,0.3250
461,15382,2.8605,0.4488,2.8500,0.4620,5.9769,-0.5866,5.9177,-0.6190,0.3250
462,15415,2.8405,0.4671,2.8471,0.4799,5.8753,-0.6355,5.8789,-0.6548,0.3250
463,15449,2.8435,0.4992,2.8451,0.5001,5.8350,-0.6938,5.8397,-0.6942,0.3250
464,15482,2.8282,0.5237,2.8408,0.5210,5.7408,-0.7508,5.7905,-0.7368,0.3250
465,15516,2.7944,0.5435,2.8311,0.5418,5.5867,-0.8125,5.7222,-0.7830,0.3250
466,15549,2.7718,0.5530,2.8183,0.5607,5.4898,-0.8466,5.6461,-0.8276,0.3250
467,15582,2.7690,0.5695,2.8064,0.5789,5.4536,-0.8796,5.5741,-0.8705,0.3250
468,15616,2.7707,0.6177,2.7964,0.6023,5.3828,-0.9693,5.5006,-0.9217,0.3250
469,15649,2.7712,0.6544,2.7878,0.6283,5.3263,-1.0380,5.4280,-0.9769,0.3250
470,15682,2.7802,0.6827,2.7820,0.6552,5.3138,-1.0847,5.3641,-1.0317,0.3250
471,15716,2.7863,0.6973,2.7783,0.6805,5.3125,-1.1079,5.3104,-1.0820,0.3250
472,15749,2.7855,0.7060,2.7752,0.7031,5.2959,-1.1249,5.2634,-1.1267,0.3250
473,15782,2.7843,0.7193,2.7727,0.7240,5.2705,-1.1508,5.2208,-1.1680,0.3250
474,15816,2.7829,0.7406,2.7706,0.7450,5.2316,-1.1919,5.1798,-1.2090,0.3250
475,15849,2.7764,0.7705,2.7679,0.7675,5.1603,-1.2529,5.1343,-1.2533,0.3250
476,15883,2.7723,0.7873,2.7651,0.7890,5.1187,-1.2875,5.0900,-1.2958,0.3250
477,15916,2.7192,0.7952,2.7534,0.8080,4.9138,-1.3404,5.0173,-1.3400,0.3250
478,15949,2.6834,0.8356,2.7369,0.8307,4.7201,-1.4423,4.9217,-1.3945,0.3250
479,15983,2.6595,0.8649,2.7182,0.8546,4.5870,-1.5145,4.8158,-1.4529,0.3250
480,16016,2.6447,0.8846,2.6990,0.8779,4.5017,-1.5624,4.7093,-1.5107,0.3250
481,16049,2.6367,0.8941,2.6809,0.8989,4.4578,-1.5859,4.6102,-1.5632,0.3250
482,16083,2.6330,0.9014,2.6645,0.9174,4.4328,-1.6023,4.5217,-1.6097,0.3250
483,16116,2.6320,0.9089,2.6504,0.9336,4.4172,-1.6172,4.4446,-1.6504,0.3250
484,16149,2.6323,0.9217,2.6385,0.9487,4.3979,-1.6411,4.3774,-1.6874,0.3250
485,16183,2.6334,0.9335,2.6288,0.9627,4.3831,-1.6626,4.3201,-1.7208,0.3250
486,16216,2.6352,0.9385,2.6213,0.9746,4.3819,-1.6705,4.2738,-1.7487,0.3250
487,16250,2.6367,0.9485,2.6156,0.9856,4.3712,-1.6884,4.2360,-1.7733,0.3250
488,16283,2.6376,0.9623,2.6116,0.9963,4.3527,-1.7136,4.2043,-1.7964,0.3250
489,16316,2.6379,0.9795,2.6088,1.0076,4.3262,-1.7459,4.1761,-1.8197,0.3250
490,16350,2.6381,0.9968,2.6070,1.0195,4.2992,-1.7784,4.1508,-1.8434,0.3250
491,16383,2.6383,1.0064,2.6061,1.0306,4.2851,-1.7962,4.1301,-1.8648,0.3250
492,16416,2.6383,1.0145,2.6060,1.0407,4.2720,-1.8116,4.1135,-1.8840,0.3250
493,16450,2.6380,1.0219,2.6064,1.0498,4.2592,-1.8257,4.1004,-1.9009,0.3250
494,16483,2.6375,1.0296,2.6073,1.0582,4.2453,-1.8405,4.0901,-1.9161,0.3250
495,16516,2.6365,1.0419,2.6083,1.0668,4.2219,-1.8643,4.0801,-1.9316,0.3250
496,16550,2.6359,1.0485,2.6095,1.0746,4.2092,-1.8773,4.0722,-1.9454,0.3250
497,16583,2.6354,1.0536,2.6109,1.0814,4.1993,-1.8873,4.0664,-1.9572,0.3250
498,16617,2.6350,1.0579,2.6124,1.0873,4.1909,-1.8957,4.0624,-1.9672,0.3250
499,16650,2.6346,1.0618,2.6140,1.0923,4.1833,-1.9032,4.0601,-1.9755,0.3250
500,16683,2.6344,1.0634,2.6156,1.0962,4.1802,-1.9063,4.0598,-1.9816,0.3250
501,16717,2.6344,1.0635,2.6173,1.0988,4.1798,-1.9066,4.0617,-1.9853,0.3250
502,16750,2.6342,1.0651,2.6189,1.1006,4.1766,-1.9098,4.0648,-1.9875,0.3250
503,16783,2.6352,1.0660,2.6206,1.1016,4.1788,-1.9108,4.0694,-1.9883,0.3250
504,16817,2.6353,1.0671,2.6224,1.1021,4.1775,-1.9127,4.0750,-1.9878,0.3250
505,16850,2.6349,1.0673,2.6240,1.1018,4.1758,-1.9133,4.0812,-1.9862,0.3250
506,16884,2.6345,1.0670,2.6254,1.1009,4.1746,-1.9131,4.0877,-1.9835,0.3250
507,16917,2.6341,1.0665,2.6266,1.0995,4.1740,-1.9125,4.0945,-1.9799,0.3250
508,16950,2.6338,1.0661,2.6278,1.0976,4.1738,-1.9118,4.1016,-1.9756,0.3250
509,16984,2.6340,1.0657,2.6288,1.0955,4.1748,-1.9111,4.1087,-1.9709,0.3250
510,17017,2.6341,1.0643,2.6298,1.0930,4.1774,-1.9084,4.1163,-1.9654,0.3250
511,17050,2.6341,1.0633,2.6307,1.0902,4.1790,-1.9065,4.1239,-1.9595,0.3250
512,17084,2.6341,1.0627,2.6314,1.0873,4.1800,-1.9053,4.1313,-1.9536,0.3250
513,17117,2.6342,1.0612,2.6321,1.0843,4.1826,-1.9025,4.1387,-1.9473,0.3250
514,17150,2.6341,1.0603,2.6327,1.0812,4.1838,-1.9008,4.1458,-1.9411,0.3250
515,17184,2.6343,1.0576,2.6333,1.0778,4.1890,-1.8956,4.1532,-1.9343,0.3250
516,17217,2.6345,1.0560,2.6338,1.0744,4.1924,-1.8923,4.1605,-1.9275,0.3250
517,17251,2.6348,1.0540,2.6343,1.0709,4.1966,-1.8884,4.1678,-1.9206,0.3250
518,17284,2.6352,1.0519,2.6348,1.0673,4.2012,-1.8841,4.1751,-1.9135,0.3250
519,17317,2.6361,1.0430,2.6353,1.0625,4.2187,-1.8668,4.1848,-1.9041,0.3250
520,17351,2.6369,1.0354,2.6360,1.0569,4.2338,-1.8518,4.1960,-1.8930,0.3250
521,17384,2.6374,1.0309,2.6366,1.0511,4.2427,-1.8430,4.2075,-1.8816,0.3250
522,17417,2.6380,1.0231,2.6372,1.0445,4.2574,-1.8278,4.2202,-1.8688,0.3250
523,17451,2.6390,1.0160,2.6379,1.0375,4.2721,-1.8139,4.2339,-1.8551,0.3250
