frame_id,timestamp_ms,status,x1,y1,x2,y2,bbox_width_px,bbox_height_px,conf,detector_source,raw_x_cam,raw_y_cam,raw_z_cam,filtered_x_cam,filtered_y_cam,filtered_z_cam,raw_x_world,raw_y_world,raw_z_world,filtered_x_world,filtered_y_world,filtered_z_world,height_x_cam,height_y_cam,height_z_cam,height_x_world,height_y_world,height_z_world,ground_model_centroid_x_cam,ground_model_centroid_y_cam,ground_model_centroid_z_cam,ground_model_centroid_x_world,ground_model_centroid_y_world,ground_model_centroid_z_world,ground_contact_x_world,ground_contact_y_world,ground_contact_z_world,strict_raw_x_world,strict_raw_y_world,strict_raw_z_world,strict_filtered_x_world,strict_filtered_y_world,strict_filtered_z_world,height_ground_depth_delta_m,height_ground_world_xy_delta_m,used_height_fallback,blur_laplacian_var,brightness_mean,contrast_std,is_blurry,is_low_light,flow_points,flow_quality
503,16783,detected,276.51,407.88,660.62,826.78,384.11,418.90,0.825,blue_hsv_shape,-1.0660,0.3080,2.8107,-1.0660,0.3080,2.8107,2.6352,1.0660,0.3250,2.6206,1.1016,0.3250,-0.7556,0.1188,2.0775,1.9759,0.7556,0.6975,-1.0660,0.3080,2.8107,2.6352,1.0660,0.3250,2.6352,1.0660,0.0000,2.6352,1.0660,0.3250,2.6206,1.1016,0.3250,0.7332,0.7287,0,119.7483,124.6200,76.4032,0,0,80,0.9987
504,16817,detected,275.71,405.75,660.56,826.73,384.85,420.98,0.826,blue_hsv_shape,-1.0671,0.3080,2.8108,-1.0671,0.3080,2.8108,2.6353,1.0671,0.3250,2.6224,1.1021,0.3250,-0.7526,0.1166,2.0671,1.9665,0.7526,0.7024,-1.0671,0.3080,2.8108,2.6353,1.0671,0.3250,2.6353,1.0671,0.0000,2.6353,1.0671,0.3250,2.6224,1.1021,0.3250,0.7437,0.7391,0,120.0627,124.6503,76.4206,0,0,80,0.9991
505,16850,detected,275.41,404.85,660.61,826.81,385.21,421.96,0.827,blue_hsv_shape,-1.0673,0.3081,2.8104,-1.0673,0.3081,2.8104,2.6349,1.0673,0.3250,2.6240,1.1018,0.3250,-0.7510,0.1157,2.0622,1.9620,0.7510,0.7045,-1.0673,0.3081,2.8104,2.6349,1.0673,0.3250,2.6349,1.0673,0.0000,2.6349,1.0673,0.3250,2.6240,1.1018,0.3250,0.7482,0.7435,0,120.1270,124.6331,76.4240,0,0,80,0.9998
506,16884,detected,275.41,404.37,660.71,826.90,385.30,422.54,0.827,blue_hsv_shape,-1.0670,0.3082,2.8100,-1.0670,0.3082,2.8100,2.6345,1.0670,0.3250,2.6254,1.1009,0.3250,-0.7499,0.1152,2.0594,1.9594,0.7499,0.7057,-1.0670,0.3082,2.8100,2.6345,1.0670,0.3250,2.6345,1.0670,0.0000,2.6345,1.0670,0.3250,2.6254,1.1009,0.3250,0.7506,0.7458,0,120.1266,124.6332,76.4242,0,0,80,1.0000
507,16917,detected,275.58,404.17,660.81,826.99,385.24,422.82,0.827,blue_hsv_shape,-1.0665,0.3083,2.8096,-1.0665,0.3083,2.8096,2.6341,1.0665,0.3250,2.6266,1.0995,0.3250,-0.7492,0.1150,2.0580,1.9581,0.7492,0.7062,-1.0665,0.3083,2.8096,2.6341,1.0665,0.3250,2.6341,1.0665,0.0000,2.6341,1.0665,0.3250,2.6266,1.0995,0.3250,0.7516,0.7468,0,120.1204,124.6323,76.4242,0,0,80,1.0000
508,16950,detected,275.82,404.14,660.90,827.05,385.08,422.91,0.830,blue_hsv_shape,-1.0661,0.3084,2.8094,-1.0661,0.3084,2.8094,2.6338,1.0661,0.3250,2.6278,1.0976,0.3250,-0.7487,0.1151,2.0577,1.9578,0.7487,0.7063,-1.0661,0.3084,2.8094,2.6338,1.0661,0.3250,2.6338,1.0661,0.0000,2.6338,1.0661,0.3250,2.6278,1.0976,0.3250,0.7517,0.7468,0,120.1893,124.6111,76.4285,0,0,80,1.0000
509,16984,detected,276.07,403.32,660.97,827.03,384.90,423.71,0.825,blue_hsv_shape,-1.0657,0.3084,2.8095,-1.0657,0.3084,2.8095,2.6340,1.0657,0.3250,2.6288,1.0955,0.3250,-0.7471,0.1142,2.0538,1.9543,0.7471,0.7081,-1.0657,0.3084,2.8095,2.6340,1.0657,0.3250,2.6340,1.0657,0.0000,2.6340,1.0657,0.3250,2.6288,1.0955,0.3250,0.7557,0.7507,0,120.2026,124.6334,76.4319,0,0,80,0.9996
510,17017,detected,277.21,402.83,661.07,827.04,383.86,424.21,0.829,blue_hsv_shape,-1.0643,0.3083,2.8096,-1.0643,0.3083,2.8096,2.6341,1.0643,0.3250,2.6298,1.0930,0.3250,-0.7453,0.1137,2.0516,1.9523,0.7453,0.7092,-1.0643,0.3083,2.8096,2.6341,1.0643,0.3250,2.6341,1.0643,0.0000,2.6341,1.0643,0.3250,2.6298,1.0930,0.3250,0.7580,0.7527,0,120.1696,124.6034,76.4280,0,0,80,0.9999
511,17050,detected,278.02,402.58,661.11,827.05,383.09,424.48,0.829,blue_hsv_shape,-1.0633,0.3083,2.8096,-1.0633,0.3083,2.8096,2.6341,1.0633,0.3250,2.6307,1.0902,0.3250,-0.7441,0.1134,2.0505,1.9512,0.7441,0.7097,-1.0633,0.3083,2.8096,2.6341,1.0633,0.3250,2.6341,1.0633,0.0000,2.6341,1.0633,0.3250,2.6307,1.0902,0.3250,0.7591,0.7538,0,120.1618,124.6033,76.4282,0,0,80,1.0000
512,17084,detected,278.56,402.48,661.10,827.07,382.54,424.59,0.828,blue_hsv_shape,-1.0627,0.3083,2.8096,-1.0627,0.3083,2.8096,2.6341,1.0627,0.3250,2.6314,1.0873,0.3250,-0.7435,0.1133,2.0500,1.9508,0.7435,0.7099,-1.0627,0.3083,2.8096,2.6341,1.0627,0.3250,2.6341,1.0627,0.0000,2.6341,1.0627,0.3250,2.6314,1.0873,0.3250,0.7596,0.7541,0,120.0830,124.6006,76.4164,0,0,80,0.9998
513,17117,detected,279.80,402.48,661.14,827.08,381.34,424.60,0.829,blue_hsv_shape,-1.0612,0.3083,2.8097,-1.0612,0.3083,2.8097,2.6342,1.0612,0.3250,2.6321,1.0843,0.3250,-0.7426,0.1134,2.0502,1.9510,0.7426,0.7099,-1.0612,0.3083,2.8097,2.6342,1.0612,0.3250,2.6342,1.0612,0.0000,2.6342,1.0612,0.3250,2.6321,1.0843,0.3250,0.7595,0.7539,0,120.1222,124.5518,76.4031,0,0,80,0.9997
514,17150,detected,280.61,402.99,661.12,827.12,380.51,424.13,0.830,blue_hsv_shape,-1.0603,0.3083,2.8096,-1.0603,0.3083,2.8096,2.6341,1.0603,0.3250,2.6327,1.0812,0.3250,-0.7428,0.1139,2.0526,1.9532,0.7428,0.7087,-1.0603,0.3083,2.8096,2.6341,1.0603,0.3250,2.6341,1.0603,0.0000,2.6341,1.0603,0.3250,2.6327,1.0812,0.3250,0.7570,0.7513,0,120.2221,124.5772,76.3957,0,0,80,0.9995
515,17184,detected,282.90,403.37,661.20,827.12,378.31,423.75,0.830,blue_hsv_shape,-1.0576,0.3083,2.8098,-1.0576,0.3083,2.8098,2.6343,1.0576,0.3250,2.6333,1.0778,0.3250,-0.7417,0.1143,2.0548,1.9552,0.7417,0.7078,-1.0576,0.3083,2.8098,2.6343,1.0576,0.3250,2.6343,1.0576,0.0000,2.6343,1.0576,0.3250,2.6333,1.0778,0.3250,0.7551,0.7490,0,120.3825,124.5483,76.3800,0,0,80,0.9998
516,17217,detected,284.37,403.64,661.18,827.11,376.81,423.47,0.829,blue_hsv_shape,-1.0560,0.3082,2.8101,-1.0560,0.3082,2.8101,2.6345,1.0560,0.3250,2.6338,1.0744,0.3250,-0.7411,0.1146,2.0564,1.9567,0.7411,0.7071,-1.0560,0.3082,2.8101,2.6345,1.0560,0.3250,2.6345,1.0560,0.0000,2.6345,1.0560,0.3250,2.6338,1.0744,0.3250,0.7536,0.7474,0,120.3872,124.5491,76.3799,0,0,80,1.0000
517,17251,detected,286.14,403.83,661.17,827.08,375.03,423.25,0.829,blue_hsv_shape,-1.0540,0.3081,2.8104,-1.0540,0.3081,2.8104,2.6348,1.0540,0.3250,2.6343,1.0709,0.3250,-0.7401,0.1147,2.0577,1.9579,0.7401,0.7066,-1.0540,0.3081,2.8104,2.6348,1.0540,0.3250,2.6348,1.0540,0.0000,2.6348,1.0540,0.3250,2.6343,1.0709,0.3250,0.7526,0.7462,0,120.4385,124.5396,76.3582,0,0,80,0.9998
518,17284,detected,288.10,403.95,661.17,827.06,373.07,423.11,0.829,blue_hsv_shape,-1.0519,0.3080,2.8107,-1.0519,0.3080,2.8107,2.6352,1.0519,0.3250,2.6348,1.0673,0.3250,-0.7389,0.1149,2.0588,1.9589,0.7389,0.7062,-1.0519,0.3080,2.8107,2.6352,1.0519,0.3250,2.6352,1.0519,0.0000,2.6352,1.0519,0.3250,2.6348,1.0673,0.3250,0.7519,0.7452,0,120.4491,124.5116,76.3369,0,0,80,0.9998
519,17317,detected,291.39,404.02,665.73,827.03,374.34,423.01,0.830,blue_hsv_shape,-1.0430,0.3078,2.8116,-1.0430,0.3078,2.8116,2.6361,1.0430,0.3250,2.6353,1.0625,0.3250,-0.7331,0.1149,2.0605,1.9606,0.7331,0.7057,-1.0430,0.3078,2.8116,2.6361,1.0430,0.3250,2.6361,1.0430,0.0000,2.6361,1.0430,0.3250,2.6353,1.0625,0.3250,0.7511,0.7433,0,120.3224,124.5502,76.3044,0,0,80,0.9995
520,17351,detected,295.09,404.06,668.83,827.01,373.74,422.96,0.831,blue_hsv_shape,-1.0354,0.3076,2.8124,-1.0354,0.3076,2.8124,2.6369,1.0354,0.3250,2.6360,1.0569,0.3250,-0.7280,0.1150,2.0619,1.9619,0.7280,0.7053,-1.0354,0.3076,2.8124,2.6369,1.0354,0.3250,2.6369,1.0354,0.0000,2.6369,1.0354,0.3250,2.6360,1.0569,0.3250,0.7505,0.7417,0,120.3412,124.5137,76.2786,0,0,80,0.9997
521,17384,detected,297.25,404.07,670.67,827.00,373.42,422.93,0.831,blue_hsv_shape,-1.0309,0.3075,2.8128,-1.0309,0.3075,2.8128,2.6374,1.0309,0.3250,2.6366,1.0511,0.3250,-0.7250,0.1150,2.0627,1.9627,0.7250,0.7051,-1.0309,0.3075,2.8128,2.6374,1.0309,0.3250,2.6374,1.0309,0.0000,2.6374,1.0309,0.3250,2.6366,1.0511,0.3250,0.7501,0.7408,0,120.1991,124.5169,76.2785,0,0,80,1.0000
522,17417,detected,301.19,404.53,673.63,827.02,372.44,422.50,0.832,blue_hsv_shape,-1.0231,0.3073,2.8134,-1.0231,0.3073,2.8134,2.6380,1.0231,0.3250,2.6372,1.0445,0.3250,-0.7205,0.1154,2.0659,1.9656,0.7205,0.7038,-1.0231,0.3073,2.8134,2.6380,1.0231,0.3250,2.6380,1.0231,0.0000,2.6380,1.0231,0.3250,2.6372,1.0445,0.3250,0.7475,0.7373,0,119.9858,124.5052,76.2423,0,0,80,0.9996
523,17451,detected,305.71,403.92,675.46,826.96,369.75,423.04,0.829,blue_hsv_shape,-1.0160,0.3071,2.8143,-1.0160,0.3071,2.8143,2.6390,1.0160,0.3250,2.6379,1.0375,0.3250,-0.7148,0.1148,2.0643,1.9642,0.7148,0.7048,-1.0160,0.3071,2.8143,2.6390,1.0160,0.3250,2.6390,1.0160,0.0000,2.6390,1.0160,0.3250,2.6379,1.0375,0.3250,0.7501,0.7389,0,120.0500,124.4003,76.2078,0,0,80,0.9992
524,17484,detected,310.66,404.40,676.91,827.00,366.25,422.61,0.830,blue_hsv_shape,-1.0087,0.3069,2.8148,-1.0087,0.3069,2.8148,2.6394,1.0087,0.3250,2.6386,1.0301,0.3250,-0.7106,0.1153,2.0674,1.9671,0.7106,0.7035,-1.0087,0.3069,2.8148,2.6394,1.0087,0.3250,2.6394,1.0087,0.0000,2.6394,1.0087,0.3250,2.6386,1.0301,0.3250,0.7474,0.7355,0,119.9750,124.4204,76.1661,0,0,80,0.9993
525,17518,detected,315.49,402.92,679.41,826.89,363.92,423.97,0.829,blue_hsv_shape,-1.0007,0.3066,2.8160,-1.0007,0.3066,2.8160,2.6407,1.0007,0.3250,2.6394,1.0222,0.3250,-0.7028,0.1137,2.0619,1.9622,0.7028,0.7065,-1.0007,0.3066,2.8160,2.6407,1.0007,0.3250,2.6407,1.0007,0.0000,2.6407,1.0007,0.3250,2.6394,1.0222,0.3250,0.7541,0.7410,0,119.8672,124.3468,76.1175,0,0,80,0.9997
526,17551,detected,318.24,401.91,680.71,826.87,362.47,424.95,0.829,blue_hsv_shape,-0.9962,0.3065,2.8165,-0.9962,0.3065,2.8165,2.6412,0.9962,0.3250,2.6401,1.0145,0.3250,-0.6981,0.1127,2.0578,1.9585,0.6981,0.7086,-0.9962,0.3065,2.8165,2.6412,0.9962,0.3250,2.6412,0.9962,0.0000,2.6412,0.9962,0.3250,2.6401,1.0145,0.3250,0.7587,0.7450,0,119.8582,124.3475,76.1176,0,0,80,1.0000
527,17584,detected,323.32,401.27,683.75,826.89,360.43,425.62,0.827,blue_hsv_shape,-0.9870,0.3063,2.8172,-0.9870,0.3063,2.8172,2.6420,0.9870,0.3250,2.6409,1.0062,0.3250,-0.6908,0.1120,2.0558,1.9568,0.6908,0.7097,-0.9870,0.3063,2.8172,2.6420,0.9870,0.3250,2.6420,0.9870,0.0000,2.6420,0.9870,0.3250,2.6409,1.0062,0.3250,0.7614,0.7465,0,119.9372,124.2896,76.0667,0,0,80,0.9997
528,17618,detected,328.27,400.88,689.13,826.93,360.86,426.04,0.826,blue_hsv_shape,-0.9754,0.3061,2.8180,-0.9754,0.3061,2.8180,2.6428,0.9754,0.3250,2.6417,0.9970,0.3250,-0.6824,0.1117,2.0553,1.9564,0.6824,0.7102,-0.9754,0.3061,2.8180,2.6428,0.9754,0.3250,2.6428,0.9754,0.0000,2.6428,0.9754,0.3250,2.6417,0.9970,0.3250,0.7627,0.7463,0,120.2475,124.1876,76.0280,0,0,80,0.9996
529,17651,detected,335.24,400.68,696.24,826.97,360.99,426.29,0.828,blue_hsv_shape,-0.9595,0.3058,2.8191,-0.9595,0.3058,2.8191,2.6439,0.9595,0.3250,2.6426,0.9862,0.3250,-0.6713,0.1115,2.0562,1.9573,0.6713,0.7101,-0.9595,0.3058,2.8191,2.6439,0.9595,0.3250,2.6439,0.9595,0.0000,2.6439,0.9595,0.3250,2.6426,0.9862,0.3250,0.7629,0.7447,0,120.4326,124.1841,75.9731,0,0,80,0.9993
530,17684,detected,342.45,400.60,702.45,827.01,360.00,426.41,0.823,blue_hsv_shape,-0.9445,0.3055,2.8202,-0.9445,0.3055,2.8202,2.6450,0.9445,0.3250,2.6436,0.9742,0.3250,-0.6610,0.1114,2.0576,1.9587,0.6610,0.7098,-0.9445,0.3055,2.8202,2.6450,0.9445,0.3250,2.6450,0.9445,0.0000,2.6450,0.9445,0.3250,2.6436,0.9742,0.3250,0.7626,0.7426,0,120.6694,124.1002,75.9257,0,0,80,0.9998
531,17718,detected,346.55,400.60,705.97,827.03,359.42,426.44,0.823,blue_hsv_shape,-0.9359,0.3053,2.8208,-0.9359,0.3053,2.8208,2.6456,0.9359,0.3250,2.6445,0.9623,0.3250,-0.6552,0.1114,2.0586,1.9596,0.6552,0.7096,-0.9359,0.3053,2.8208,2.6456,0.9359,0.3250,2.6456,0.9359,0.0000,2.6456,0.9359,0.3250,2.6445,0.9623,0.3250,0.7622,0.7413,0,120.6650,124.1004,75.9257,0,0,80,1.0000
532,17751,detected,351.72,400.63,708.79,827.05,357.06,426.42,0.820,blue_hsv_shape,-0.9270,0.3052,2.8214,-0.9270,0.3052,2.8214,2.6463,0.9270,0.3250,2.6454,0.9504,0.3250,-0.6493,0.1115,2.0598,1.9608,0.6493,0.7092,-0.9270,0.3052,2.8214,2.6463,0.9270,0.3250,2.6463,0.9270,0.0000,2.6463,0.9270,0.3250,2.6454,0.9504,0.3250,0.7616,0.7397,0,120.7813,124.0565,75.8699,0,0,80,0.9998
533,17784,detected,359.33,402.52,714.81,827.18,355.48,424.66,0.830,blue_hsv_shape,-0.9116,0.3050,2.8220,-0.9116,0.3050,2.8220,2.6469,0.9116,0.3250,2.6462,0.9375,0.3250,-0.6416,0.1135,2.0702,1.9703,0.6416,0.7046,-0.9116,0.3050,2.8220,2.6469,0.9116,0.3250,2.6469,0.9116,0.0000,2.6469,0.9116,0.3250,2.6462,0.9375,0.3250,0.7518,0.7285,0,121.2157,123.9488,75.8297,0,0,80,0.9997
534,17818,detected,363.79,403.79,720.83,827.21,357.04,423.42,0.829,blue_hsv_shape,-0.8999,0.3048,2.8228,-0.8999,0.3048,2.8228,2.6477,0.8999,0.3250,2.6471,0.9243,0.3250,-0.6355,0.1148,2.0777,1.9772,0.6355,0.7013,-0.8999,0.3048,2.8228,2.6477,0.8999,0.3250,2.6477,0.8999,0.0000,2.6477,0.8999,0.3250,2.6471,0.9243,0.3250,0.7451,0.7207,0,121.4167,124.0073,75.7911,0,0,80,0.9996
535,17851,detected,366.10,404.61,726.91,827.17,360.81,422.56,0.828,blue_hsv_shape,-0.8907,0.3046,2.8237,-0.8907,0.3046,2.8237,2.6486,0.8907,0.3250,2.6480,0.9114,0.3250,-0.6305,0.1157,2.0831,1.9822,0.6305,0.6991,-0.8907,0.3046,2.8237,2.6486,0.8907,0.3250,2.6486,0.8907,0.0000,2.6486,0.8907,0.3250,2.6480,0.9114,0.3250,0.7406,0.7154,0,121.6204,123.9720,75.7709,0,0,80,0.9994
536,17885,detected,366.77,405.10,730.35,827.12,363.58,422.01,0.828,blue_hsv_shape,-0.8862,0.3044,2.8243,-0.8862,0.3044,2.8243,2.6493,0.8862,0.3250,2.6488,0.8996,0.3250,-0.6281,0.1161,2.0864,1.9852,0.6281,0.6978,-0.8862,0.3044,2.8243,2.6493,0.8862,0.3250,2.6493,0.8862,0.0000,2.6493,0.8862,0.3250,2.6488,0.8996,0.3250,0.7379,0.7124,0,121.6173,123.9722,75.7710,0,0,80,1.0000
537,17918,detected,366.72,405.36,734.72,827.06,367.99,421.69,0.826,blue_hsv_shape,-0.8815,0.3042,2.8249,-0.8815,0.3042,2.8249,2.6499,0.8815,0.3250,2.6496,0.8889,0.3250,-0.6253,0.1164,2.0886,1.9873,0.6253,0.6970,-0.8815,0.3042,2.8249,2.6499,0.8815,0.3250,2.6499,0.8815,0.0000,2.6499,0.8815,0.3250,2.6496,0.8889,0.3250,0.7364,0.7104,0,121.6924,123.9769,75.7539,0,0,80,0.9999
538,17951,detected,366.27,405.47,739.79,827.00,373.52,421.53,0.823,blue_hsv_shape,-0.8764,0.3041,2.8256,-0.8764,0.3041,2.8256,2.6506,0.8764,0.3250,2.6504,0.8791,0.3250,-0.6220,0.1165,2.0900,1.9886,0.6220,0.6966,-0.8764,0.3041,2.8256,2.6506,0.8764,0.3250,2.6506,0.8764,0.0000,2.6506,0.8764,0.3250,2.6504,0.8791,0.3250,0.7355,0.7091,0,121.8763,123.9526,75.7310,0,0,80,0.9998
539,17985,detected,365.65,405.49,745.35,826.97,379.70,421.48,0.817,blue_hsv_shape,-0.8710,0.3039,2.8261,-0.8710,0.3039,2.8261,2.6512,0.8710,0.3250,2.6512,0.8700,0.3250,-0.6184,0.1165,2.0910,1.9896,0.6184,0.6963,-0.8710,0.3039,2.8261,2.6512,0.8710,0.3250,2.6512,0.8710,0.0000,2.6512,0.8710,0.3250,2.6512,0.8700,0.3250,0.7352,0.7082,0,121.9176,124.0127,75.7020,0,0,80,0.9996
540,18018,detected,364.95,405.45,751.26,826.94,386.31,421.49,0.817,blue_hsv_shape,-0.8653,0.3038,2.8267,-0.8653,0.3038,2.8267,2.6517,0.8653,0.3250,2.6519,0.8615,0.3250,-0.6144,0.1164,2.0916,1.9902,0.6144,0.6962,-0.8653,0.3038,2.8267,2.6517,0.8653,0.3250,2.6517,0.8653,0.0000,2.6517,0.8653,0.3250,2.6519,0.8615,0.3250,0.7351,0.7076,0,122.0394,124.0145,75.6705,0,0,80,0.9999
541,18051,detected,364.09,405.38,754.71,826.93,390.62,421.55,0.817,blue_hsv_shape,-0.8624,0.3037,2.8269,-0.8624,0.3037,2.8269,2.6520,0.8624,0.3250,2.6526,0.8541,0.3250,-0.6123,0.1163,2.0916,1.9902,0.6123,0.6963,-0.8624,0.3037,2.8269,2.6520,0.8624,0.3250,2.6520,0.8624,0.0000,2.6520,0.8624,0.3250,2.6526,0.8541,0.3250,0.7353,0.7075,0,122.0358,124.0146,75.6708,0,0,80,1.0000
542,18085,detected,363.08,406.20,760.44,826.99,397.36,420.79,0.824,blue_hsv_shape,-0.8571,0.3037,2.8270,-0.8571,0.3037,2.8270,2.6521,0.8571,0.3250,2.6531,0.8472,0.3250,-0.6098,0.1172,2.0960,1.9943,0.6098,0.6943,-0.8571,0.3037,2.8270,2.6521,0.8571,0.3250,2.6521,0.8571,0.0000,2.6521,0.8571,0.3250,2.6531,0.8472,0.3250,0.7310,0.7028,0,122.0667,124.0291,75.6138,0,0,80,0.9999
543,18118,detected,390.00,418.53,768.37,827.82,378.36,409.29,0.829,blue_hsv_shape,-0.8176,0.3039,2.8260,-0.8176,0.3039,2.8260,2.6511,0.8176,0.3250,2.6533,0.8346,0.3250,-0.5996,0.1309,2.1593,2.0518,0.5996,0.6647,-0.8176,0.3039,2.8260,2.6511,0.8176,0.3250,2.6511,0.8176,0.0000,2.6511,0.8176,0.3250,2.6533,0.8346,0.3250,0.6667,0.6377,0,122.3742,123.9440,75.5322,0,0,80,0.9985
544,18151,detected,413.27,423.62,777.08,816.24,363.81,392.62,0.823,blue_hsv_shape,-0.7961,0.2888,2.8824,-0.7961,0.2888,2.8824,2.7095,0.7961,0.3250,2.6640,0.8202,0.3250,-0.5992,0.1312,2.2569,2.1461,0.5992,0.6391,-0.7961,0.2888,2.8824,2.7095,0.7961,0.3250,2.7095,0.7961,0.0000,2.7095,0.7961,0.3250,2.6640,0.8202,0.3250,0.6255,0.5968,0,122.4905,123.9931,75.4748,0,0,80,0.9993
545,18185,detected,429.19,429.04,783.36,803.61,354.17,374.57,0.833,blue_hsv_shape,-0.7864,0.2720,2.9450,-0.7864,0.2720,2.9450,2.7743,0.7864,0.3250,2.6854,0.8061,0.3250,-0.6094,0.1315,2.3705,2.2557,0.6094,0.6095,-0.7864,0.2720,2.9450,2.7743,0.7864,0.3250,2.7743,0.7864,0.0000,2.7743,0.7864,0.3250,2.6854,0.8061,0.3250,0.5745,0.5479,0,122.5416,123.9649,75.4184,0,0,80,0.9996
546,18218,detected,438.39,430.41,786.27,795.18,347.88,364.77,0.829,blue_hsv_shape,-0.7828,0.2606,2.9879,-0.7828,0.2606,2.9879,2.8187,0.7828,0.3250,2.7125,0.7936,0.3250,-0.6154,0.1288,2.4371,2.3207,0.6154,0.5948,-0.7828,0.2606,2.9879,2.8187,0.7828,0.3250,2.8187,0.7828,0.0000,2.8187,0.7828,0.3250,2.7125,0.7936,0.3250,0.5508,0.5253,0,122.5315,123.9654,75.4184,0,0,80,1.0000
547,18252,detected,443.27,431.11,790.69,790.03,347.42,358.92,0.832,blue_hsv_shape,-0.7784,0.2534,3.0147,-0.7784,0.2534,3.0147,2.8464,0.7784,0.3250,2.7416,0.7823,0.3250,-0.6172,0.1269,2.4788,2.3615,0.6172,0.5858,-0.7784,0.2534,3.0147,2.8464,0.7784,0.3250,2.8464,0.7784,0.0000,2.8464,0.7784,0.3250,2.7416,0.7823,0.3250,0.5359,0.5110,0,122.6304,123.9802,75.3712,0,0,80,0.9997
548,18285,detected,450.53,434.09,796.87,788.18,346.34,354.08,0.873,blue_hsv_shape,-0.7650,0.2506,3.0251,-0.7650,0.2506,3.0251,2.8572,0.7650,0.3250,2.7704,0.7705,0.3250,-0.6135,0.1297,2.5147,2.3954,0.6135,0.5739,-0.7650,0.2506,3.0251,2.8572,0.7650,0.3250,2.8572,0.7650,0.0000,2.8572,0.7650,0.3250,2.7704,0.7705,0.3250,0.5105,0.4860,0,122.5765,123.9496,75.3352,0,0,80,0.9999
549,18318,detected,461.74,435.26,803.77,786.91,342.03,351.64,0.868,blue_hsv_shape,-0.7455,0.2485,3.0329,-0.7455,0.2485,3.0329,2.8652,0.7455,0.3250,2.7966,0.7572,0.3250,-0.6012,0.1305,2.5347,2.4145,0.6012,0.5679,-0.7455,0.2485,3.0329,2.8652,0.7455,0.3250,2.8652,0.7455,0.0000,2.8652,0.7455,0.3250,2.7966,0.7572,0.3250,0.4982,0.4733,0,122.4034,124.0148,75.2937,0,0,80,0.9992
550,18352,detected,472.14,425.09,810.76,784.77,338.62,359.68,0.846,blue_hsv_shape,-0.7278,0.2452,3.0450,-0.7278,0.2452,3.0450,2.8778,0.7278,0.3250,2.8210,0.7430,0.3250,-0.5721,0.1166,2.4805,2.3658,0.5721,0.5954,-0.7278,0.2452,3.0450,2.8778,0.7278,0.3250,2.8778,0.7278,0.0000,2.8778,0.7278,0.3250,2.8210,0.7430,0.3250,0.5645,0.5351,0,121.9595,124.0164,75.2531,0,0,80,0.9990
551,18385,detected,477.72,417.76,814.41,784.20,336.68,366.44,0.846,blue_hsv_shape,-0.7177,0.2443,3.0485,-0.7177,0.2443,3.0485,2.8814,0.7177,0.3250,2.8427,0.7293,0.3250,-0.5534,0.1075,2.4359,2.3251,0.5534,0.6157,-0.7177,0.2443,3.0485,2.8814,0.7177,0.3250,2.8814,0.7177,0.0000,2.8814,0.7177,0.3250,2.8427,0.7293,0.3250,0.6126,0.5801,0,121.9523,124.0170,75.2531,0,0,80,1.0000
552,18418,detected,482.19,412.88,819.66,784.54,337.46,371.66,0.844,blue_hsv_shape,-0.7060,0.2446,3.0474,-0.7060,0.2446,3.0474,2.8802,0.7060,0.3250,2.8609,0.7157,0.3250,-0.5372,0.1020,2.4028,2.2945,0.5372,0.6296,-0.7060,0.2446,3.0474,2.8802,0.7060,0.3250,2.8802,0.7060,0.0000,2.8802,0.7060,0.3250,2.8609,0.7157,0.3250,0.6446,0.6096,0,122.0785,124.0359,75.2052,0,0,80,0.9999
553,18452,detected,484.68,409.92,826.72,791.32,342.04,381.40,0.803,blue_hsv_shape,-0.6875,0.2538,3.0130,-0.6875,0.2538,3.0130,2.8446,0.6875,0.3250,2.8701,0.7012,0.3250,-0.5152,0.1026,2.3416,2.2352,0.5152,0.6449,-0.6875,0.2538,3.0130,2.8446,0.6875,0.3250,2.8446,0.6875,0.0000,2.8446,0.6875,0.3250,2.8701,0.7012,0.3250,0.6714,0.6333,0,122.2304,124.0173,75.1679,0,0,80,0.9993
554,18485,detected,484.76,407.96,833.95,796.78,349.19,388.82,0.805,blue_hsv_shape,-0.6734,0.2611,2.9857,-0.6734,0.2611,2.9857,2.8164,0.6734,0.3250,2.8724,0.6866,0.3250,-0.4992,0.1035,2.2969,2.1919,0.4992,0.6555,-0.6734,0.2611,2.9857,2.8164,0.6734,0.3250,2.8164,0.6734,0.0000,2.8164,0.6734,0.3250,2.8724,0.6866,0.3250,0.6888,0.6484,0,122.2699,124.0985,75.1381,0,0,80,0.9994
555,18518,detected,483.94,406.83,843.56,794.98,359.62,388.15,0.812,blue_hsv_shape,-0.6652,0.2586,2.9953,-0.6652,0.2586,2.9953,2.8263,0.6652,0.3250,2.8748,0.6728,0.3250,-0.4928,0.1013,2.3020,2.1974,0.4928,0.6564,-0.6652,0.2586,2.9953,2.8263,0.6652,0.3250,2.8263,0.6652,0.0000,2.8263,0.6652,0.3250,2.8748,0.6728,0.3250,0.6933,0.6521,0,122.2868,124.0969,75.0938,0,0,80,0.9995
