frame_id,timestamp_ms,status,x1,y1,x2,y2,bbox_width_px,bbox_height_px,conf,detector_source,raw_x_cam,raw_y_cam,raw_z_cam,filtered_x_cam,filtered_y_cam,filtered_z_cam,raw_x_world,raw_y_world,raw_z_world,filtered_x_world,filtered_y_world,filtered_z_world,height_x_cam,height_y_cam,height_z_cam,height_x_world,height_y_world,height_z_world,ground_model_centroid_x_cam,ground_model_centroid_y_cam,ground_model_centroid_z_cam,ground_model_centroid_x_world,ground_model_centroid_y_world,ground_model_centroid_z_world,ground_contact_x_world,ground_contact_y_world,ground_contact_z_world,strict_raw_x_world,strict_raw_y_world,strict_raw_z_world,strict_filtered_x_world,strict_filtered_y_world,strict_filtered_z_world,height_ground_depth_delta_m,height_ground_world_xy_delta_m,used_height_fallback,blur_laplacian_var,brightness_mean,contrast_std,is_blurry,is_low_light,flow_points,flow_quality
138,4605,detected,507.62,475.35,832.64,736.36,325.02,261.01,0.928,blue_hsv_shape,-0.7164,0.1713,3.3209,-0.7164,0.1713,3.3209,3.1634,0.7164,0.3250,3.0840,0.7091,0.3250,-0.7191,0.1633,3.4352,3.2758,0.7191,0.3032,-0.7164,0.1713,3.3209,3.1634,0.7164,0.3250,3.1634,0.7164,0.0000,3.1634,0.7164,0.3250,3.0840,0.7091,0.3250,0.1143,0.1125,0,134.1297,125.7497,73.5869,0,0,72,1.0000
139,4638,detected,506.85,476.01,826.97,739.64,320.12,263.63,0.928,blue_hsv_shape,-0.7204,0.1768,3.3006,-0.7204,0.1768,3.3006,3.1424,0.7204,0.3250,3.1070,0.7231,0.3250,-0.7198,0.1665,3.3994,3.2405,0.7198,0.3093,-0.7204,0.1768,3.3006,3.1424,0.7204,0.3250,3.1424,0.7204,0.0000,3.1424,0.7204,0.3250,3.1070,0.7231,0.3250,0.0988,0.0980,0,134.0955,125.8938,73.6763,0,0,67,0.9064
140,4671,detected,505.42,476.43,821.83,743.44,316.41,267.01,0.928,blue_hsv_shape,-0.7239,0.1829,3.2776,-0.7239,0.1829,3.2776,3.1185,0.7239,0.3250,3.1220,0.7350,0.3250,-0.7185,0.1695,3.3547,3.1966,0.7185,0.3180,-0.7239,0.1829,3.2776,3.1185,0.7239,0.3250,3.1185,0.7239,0.0000,3.1185,0.7239,0.3250,3.1220,0.7350,0.3250,0.0772,0.0782,0,134.1296,125.9534,73.7471,0,0,67,0.9269
141,4705,detected,490.79,469.00,812.71,744.11,321.92,275.12,0.906,blue_hsv_shape,-0.7526,0.1844,3.2723,-0.7526,0.1844,3.2723,3.1131,0.7526,0.3250,3.1332,0.7499,0.3250,-0.7253,0.1565,3.2525,3.1012,0.7253,0.3570,-0.7526,0.1844,3.2723,3.1131,0.7526,0.3250,3.1131,0.7526,0.0000,3.1131,0.7526,0.3250,3.1332,0.7499,0.3250,0.0197,0.0298,0,134.0132,126.1116,73.8238,0,0,73,0.9313
142,4738,detected,481.58,463.70,804.34,741.30,322.76,277.61,0.903,blue_hsv_shape,-0.7782,0.1801,3.2881,-0.7782,0.1801,3.2881,3.1294,0.7782,0.3250,3.1449,0.7667,0.3250,-0.7393,0.1457,3.2213,3.0738,0.7393,0.3755,-0.7782,0.1801,3.2881,3.1294,0.7782,0.3250,3.1294,0.7782,0.0000,3.1294,0.7782,0.3250,3.1449,0.7667,0.3250,0.0668,0.0678,0,133.9833,126.1978,73.8863,0,0,80,0.9307
143,4771,detected,476.35,460.54,800.17,739.80,323.82,279.26,0.904,blue_hsv_shape,-0.7920,0.1779,3.2965,-0.7920,0.1779,3.2965,3.1382,0.7920,0.3250,3.1559,0.7833,0.3250,-0.7459,0.1394,3.2010,3.0559,0.7459,0.3868,-0.7920,0.1779,3.2965,3.1382,0.7920,0.3250,3.1382,0.7920,0.0000,3.1382,0.7920,0.3250,3.1559,0.7833,0.3250,0.0955,0.0943,0,133.9709,126.1988,73.8866,0,0,80,0.9999
144,4805,detected,473.02,458.79,794.76,737.71,321.74,278.92,0.903,blue_hsv_shape,-0.8059,0.1746,3.3087,-0.8059,0.1746,3.3087,3.1508,0.8059,0.3250,3.1667,0.7995,0.3250,-0.7570,0.1352,3.2039,3.0597,0.7570,0.3902,-0.8059,0.1746,3.3087,3.1508,0.8059,0.3250,3.1508,0.8059,0.0000,3.1508,0.8059,0.3250,3.1667,0.7995,0.3250,0.1048,0.1033,0,133.9133,126.2820,73.9363,0,0,80,0.9414
145,4838,detected,471.89,458.01,787.94,735.65,316.05,277.64,0.902,blue_hsv_shape,-0.8188,0.1714,3.3208,-0.8188,0.1714,3.3208,3.1633,0.8188,0.3250,3.1776,0.8152,0.3250,-0.7698,0.1325,3.2177,3.0737,0.7698,0.3892,-0.8188,0.1714,3.3208,3.1633,0.8188,0.3250,3.1633,0.8188,0.0000,3.1633,0.8188,0.3250,3.1776,0.8152,0.3250,0.1031,0.1021,0,133.9495,126.3272,73.9797,0,0,80,0.9473
146,4872,detected,470.43,457.83,782.36,733.59,311.93,275.76,0.903,blue_hsv_shape,-0.8307,0.1681,3.3330,-0.8307,0.1681,3.3330,3.1759,0.8307,0.3250,3.1885,0.8303,0.3250,-0.7833,0.1308,3.2388,3.0946,0.7833,0.3854,-0.8307,0.1681,3.3330,3.1759,0.8307,0.3250,3.1759,0.8307,0.0000,3.1759,0.8307,0.3250,3.1885,0.8303,0.3250,0.0942,0.0941,0,133.6254,126.4618,74.0190,0,0,80,0.9526
147,4905,detected,469.91,457.90,775.77,723.40,305.86,265.50,0.904,blue_hsv_shape,-0.8550,0.1511,3.3964,-0.8550,0.1511,3.3964,3.2416,0.8550,0.3250,3.2093,0.8471,0.3250,-0.8226,0.1235,3.3643,3.2177,0.8226,0.3599,-0.8550,0.1511,3.3964,3.2416,0.8550,0.3250,3.2416,0.8550,0.0000,3.2416,0.8550,0.3250,3.2093,0.8471,0.3250,0.0321,0.0402,0,133.1220,126.5335,74.0676,0,0,80,0.9539
148,4938,detected,470.38,467.27,772.48,716.93,302.10,249.67,0.931,blue_hsv_shape,-0.8687,0.1400,3.4380,-0.8687,0.1400,3.4380,3.2846,0.8687,0.3250,3.2350,0.8635,0.3250,-0.8787,0.1351,3.5780,3.4211,0.8787,0.2934,-0.8687,0.1400,3.4380,3.2846,0.8687,0.3250,3.2846,0.8687,0.0000,3.2846,0.8687,0.3250,3.2350,0.8635,0.3250,0.1400,0.1369,0,132.6442,126.5367,74.0661,0,0,80,0.9999
149,4972,detected,470.89,473.19,769.11,712.09,298.22,238.90,0.931,blue_hsv_shape,-0.8801,0.1315,3.4697,-0.8801,0.1315,3.4697,3.3174,0.8801,0.3250,3.2631,0.8790,0.3250,-0.9223,0.1427,3.7394,3.5750,0.9223,0.2443,-0.8801,0.1315,3.4697,3.3174,0.8801,0.3250,3.3174,0.8801,0.0000,3.3174,0.8801,0.3250,3.2631,0.8790,0.3250,0.2697,0.2610,0,132.4095,126.6432,74.1009,0,0,80,0.9535
150,5005,detected,471.23,471.16,764.18,708.44,292.95,237.28,0.911,blue_hsv_shape,-0.8921,0.1250,3.4939,-0.8921,0.1250,3.4939,3.3425,0.8921,0.3250,3.2913,0.8940,0.3250,-0.9350,0.1360,3.7646,3.6012,0.9350,0.2443,-0.8921,0.1250,3.4939,3.3425,0.8921,0.3250,3.3425,0.8921,0.0000,3.3425,0.8921,0.3250,3.2913,0.8940,0.3250,0.2708,0.2622,0,132.0531,126.6236,74.1259,0,0,80,0.9398
151,5038,detected,468.68,474.80,759.00,705.23,290.32,230.42,0.931,blue_hsv_shape,-0.9077,0.1193,3.5151,-0.9077,0.1193,3.5151,3.3645,0.9077,0.3250,3.3196,0.9090,0.3250,-0.9738,0.1406,3.8755,3.7070,0.9738,0.2111,-0.9077,0.1193,3.5151,3.3645,0.9077,0.3250,3.3645,0.9077,0.0000,3.3645,0.9077,0.3250,3.3196,0.9090,0.3250,0.3604,0.3489,0,132.1350,126.7611,74.1760,0,0,80,0.9358
152,5072,detected,466.71,478.05,753.94,711.57,287.23,233.52,0.931,blue_hsv_shape,-0.9066,0.1308,3.4720,-0.9066,0.1308,3.4720,3.3198,0.9066,0.3250,3.3350,0.9209,0.3250,-0.9704,0.1520,3.8216,3.6520,0.9704,0.2140,-0.9066,0.1308,3.4720,3.3198,0.9066,0.3250,3.3198,0.9066,0.0000,3.3198,0.9066,0.3250,3.3350,0.9209,0.3250,0.3496,0.3383,0,132.2022,126.8426,74.2172,0,0,80,0.9358
153,5105,detected,465.80,479.62,751.44,715.92,285.64,236.31,0.931,blue_hsv_shape,-0.9040,0.1386,3.4431,-0.9040,0.1386,3.4431,3.2899,0.9040,0.3250,3.3417,0.9299,0.3250,-0.9635,0.1583,3.7751,3.6055,0.9635,0.2200,-0.9040,0.1386,3.4431,3.2899,0.9040,0.3250,3.2899,0.9040,0.0000,3.2899,0.9040,0.3250,3.3417,0.9299,0.3250,0.3320,0.3212,0,132.1961,126.8427,74.2173,0,0,80,0.9999
154,5138,detected,464.82,480.09,748.02,717.80,283.20,237.72,0.930,blue_hsv_shape,-0.9067,0.1420,3.4305,-0.9067,0.1420,3.4305,3.2769,0.9067,0.3250,3.3437,0.9372,0.3250,-0.9637,0.1606,3.7515,3.5821,0.9637,0.2239,-0.9067,0.1420,3.4305,3.2769,0.9067,0.3250,3.2769,0.9067,0.0000,3.2769,0.9067,0.3250,3.3437,0.9372,0.3250,0.3210,0.3105,0,132.1969,126.9545,74.2538,0,0,80,0.9467
155,5172,detected,463.78,480.00,743.46,718.50,279.68,238.50,0.929,blue_hsv_shape,-0.9130,0.1433,3.4257,-0.9130,0.1433,3.4257,3.2719,0.9130,0.3250,3.3432,0.9438,0.3250,-0.9682,0.1609,3.7379,3.5689,0.9682,0.2271,-0.9130,0.1433,3.4257,3.2719,0.9130,0.3250,3.2719,0.9130,0.0000,3.2719,0.9130,0.3250,3.3432,0.9438,0.3250,0.3123,0.3022,0,132.2976,127.0199,74.2845,0,0,80,0.9493
156,5205,detected,462.32,472.28,739.09,716.96,276.76,244.68,0.903,blue_hsv_shape,-0.9232,0.1407,3.4353,-0.9232,0.1407,3.4353,3.2819,0.9232,0.3250,3.3436,0.9506,0.3250,-0.9515,0.1446,3.6428,3.4813,0.9515,0.2675,-0.9232,0.1407,3.4353,3.2819,0.9232,0.3250,3.2819,0.9232,0.0000,3.2819,0.9232,0.3250,3.3436,0.9506,0.3250,0.2075,0.2014,0,132.0138,127.1536,74.3150,0,0,80,0.9551
157,5239,detected,461.49,466.39,734.46,715.63,272.97,249.24,0.901,blue_hsv_shape,-0.9326,0.1384,3.4437,-0.9326,0.1384,3.4437,3.2905,0.9326,0.3250,3.3443,0.9573,0.3250,-0.9412,0.1325,3.5754,3.4193,0.9412,0.2966,-0.9326,0.1384,3.4437,3.2905,0.9326,0.3250,3.2905,0.9326,0.0000,3.2905,0.9326,0.3250,3.3443,0.9573,0.3250,0.1317,0.1291,0,131.9699,127.2225,74.3499,0,0,80,0.9702
158,5272,detected,461.27,462.67,732.01,714.98,270.74,252.31,0.901,blue_hsv_shape,-0.9372,0.1373,3.4477,-0.9372,0.1373,3.4477,3.2947,0.9372,0.3250,3.3446,0.9632,0.3250,-0.9331,0.1253,3.5314,3.3786,0.9331,0.3150,-0.9372,0.1373,3.4477,3.2947,0.9372,0.3250,3.2947,0.9372,0.0000,3.2947,0.9372,0.3250,3.3446,0.9632,0.3250,0.0837,0.0840,0,131.9645,127.2238,74.3505,0,0,80,1.0000
159,5305,detected,460.32,460.52,729.96,714.28,269.64,253.76,0.901,blue_hsv_shape,-0.9424,0.1361,3.4522,-0.9424,0.1361,3.4522,3.2993,0.9424,0.3250,3.3447,0.9684,0.3250,-0.9316,0.1209,3.5108,3.3599,0.9316,0.3245,-0.9424,0.1361,3.4522,3.2993,0.9424,0.3250,3.2993,0.9424,0.0000,3.2993,0.9424,0.3250,3.3447,0.9684,0.3250,0.0586,0.0615,0,131.8704,127.2956,74.3752,0,0,80,0.9775
160,5339,detected,457.77,435.22,728.20,711.62,270.43,276.40,0.827,blue_hsv_shape,-0.9527,0.1315,3.4695,-0.9527,0.1315,3.4695,3.3173,0.9527,0.3250,3.3479,0.9746,0.3250,-0.8603,0.0783,3.2226,3.0925,0.8603,0.4403,-0.9527,0.1315,3.4695,3.3173,0.9527,0.3250,3.3173,0.9527,0.0000,3.3173,0.9527,0.3250,3.3479,0.9746,0.3250,0.2469,0.2430,0,131.4977,127.2887,74.5304,0,0,80,0.9806
161,5372,detected,456.34,444.32,726.58,712.32,270.24,268.00,0.902,blue_hsv_shape,-0.9556,0.1328,3.4647,-0.9556,0.1328,3.4647,3.3122,0.9556,0.3250,3.3483,0.9792,0.3250,-0.8910,0.0926,3.3230,3.1858,0.8910,0.4005,-0.9556,0.1328,3.4647,3.3122,0.9556,0.3250,3.3122,0.9556,0.0000,3.3122,0.9556,0.3250,3.3483,0.9792,0.3250,0.1417,0.1420,0,131.3249,127.3894,74.5896,0,0,80,0.9984
162,5405,detected,454.21,450.47,726.31,712.50,272.10,262.03,0.903,blue_hsv_shape,-0.9585,0.1332,3.4634,-0.9585,0.1332,3.4634,3.3109,0.9585,0.3250,3.3476,0.9830,0.3250,-0.9143,0.1025,3.3984,3.2560,0.9143,0.3714,-0.9585,0.1332,3.4634,3.3109,0.9585,0.3250,3.3109,0.9585,0.0000,3.3109,0.9585,0.3250,3.3476,0.9830,0.3250,0.0650,0.0704,0,131.3037,127.4079,74.6202,0,0,80,0.9968
163,5439,detected,453.02,454.76,726.51,712.47,273.49,257.71,0.903,blue_hsv_shape,-0.9598,0.1331,3.4635,-0.9598,0.1331,3.4635,3.3110,0.9598,0.3250,3.3464,0.9859,0.3250,-0.9309,0.1096,3.4551,3.3090,0.9309,0.3499,-0.9598,0.1331,3.4635,3.3110,0.9598,0.3250,3.3110,0.9598,0.0000,3.3110,0.9598,0.3250,3.3464,0.9859,0.3250,0.0083,0.0290,0,131.2929,127.4091,74.6209,0,0,80,1.0000
164,5472,detected,452.80,457.65,725.53,711.86,272.73,254.21,0.902,blue_hsv_shape,-0.9625,0.1321,3.4674,-0.9625,0.1321,3.4674,3.3151,0.9625,0.3250,3.3456,0.9883,0.3250,-0.9453,0.1140,3.5026,3.3537,0.9453,0.3333,-0.9625,0.1321,3.4674,3.3151,0.9625,0.3250,3.3151,0.9625,0.0000,3.3151,0.9625,0.3250,3.3456,0.9883,0.3250,0.0351,0.0423,0,131.2987,127.4677,74.6415,0,0,80,0.9881
165,5506,detected,452.87,459.49,725.10,710.44,272.23,250.95,0.901,blue_hsv_shape,-0.9655,0.1295,3.4769,-0.9655,0.1295,3.4769,3.3249,0.9655,0.3250,3.3462,0.9904,0.3250,-0.9581,0.1160,3.5482,3.3973,0.9581,0.3196,-0.9655,0.1295,3.4769,3.3249,0.9655,0.3250,3.3249,0.9655,0.0000,3.3249,0.9655,0.3250,3.3462,0.9904,0.3250,0.0713,0.0727,0,131.4789,127.3641,74.6242,0,0,80,0.9878
166,5539,detected,450.59,469.07,725.41,712.05,274.83,242.99,0.936,blue_hsv_shape,-0.9653,0.1324,3.4660,-0.9653,0.1324,3.4660,3.3136,0.9653,0.3250,3.3439,0.9913,0.3250,-0.9921,0.1348,3.6637,3.5040,0.9921,0.2716,-0.9653,0.1324,3.4660,3.3136,0.9653,0.3250,3.3136,0.9653,0.0000,3.3136,0.9653,0.3250,3.3439,0.9913,0.3250,0.1977,0.1923,0,131.3469,126.8819,74.4973,0,0,80,0.9815
167,5572,detected,449.30,475.13,725.80,712.76,276.51,237.64,0.941,blue_hsv_shape,-0.9652,0.1337,3.4612,-0.9652,0.1337,3.4612,3.3087,0.9652,0.3250,3.3406,0.9916,0.3250,-1.0157,0.1470,3.7458,3.5801,1.0157,0.2385,-0.9652,0.1337,3.4612,3.3087,0.9652,0.3250,3.3087,0.9652,0.0000,3.3087,0.9652,0.3250,3.3406,0.9916,0.3250,0.2846,0.2761,0,130.9615,126.3129,74.3083,0,0,80,0.9839
168,5606,detected,448.62,478.47,726.17,712.98,277.55,234.52,0.941,blue_hsv_shape,-0.9653,0.1341,3.4598,-0.9653,0.1341,3.4598,3.3072,0.9653,0.3250,3.3371,0.9914,0.3250,-1.0296,0.1539,3.7955,3.6263,1.0296,0.2190,-0.9653,0.1341,3.4598,3.3072,0.9653,0.3250,3.3072,0.9653,0.0000,3.3072,0.9653,0.3250,3.3371,0.9914,0.3250,0.3357,0.3255,0,130.9521,126.3136,74.3090,0,0,80,1.0000
169,5639,detected,448.33,480.08,726.49,712.97,278.16,232.89,0.940,blue_hsv_shape,-0.9652,0.1341,3.4598,-0.9652,0.1341,3.4598,3.3072,0.9652,0.3250,3.3336,0.9907,0.3250,-1.0368,0.1572,3.8219,3.6510,1.0368,0.2090,-0.9652,0.1341,3.4598,3.3072,0.9652,0.3250,3.3072,0.9652,0.0000,3.3072,0.9652,0.3250,3.3336,0.9907,0.3250,0.3621,0.3511,0,130.6644,126.2405,74.3068,0,0,80,0.9812
170,5672,detected,448.09,464.61,725.82,711.62,277.73,247.01,0.878,blue_hsv_shape,-0.9688,0.1317,3.4688,-0.9688,0.1317,3.4688,3.3165,0.9688,0.3250,3.3323,0.9907,0.3250,-0.9787,0.1262,3.6038,3.4483,0.9787,0.2954,-0.9688,0.1317,3.4688,3.3165,0.9688,0.3250,3.3165,0.9688,0.0000,3.3165,0.9688,0.3250,3.3323,0.9907,0.3250,0.1350,0.1322,0,130.7680,126.1960,74.3894,0,0,80,0.9777
171,5706,detected,448.11,452.62,725.36,711.22,277.26,258.60,0.878,blue_hsv_shape,-0.9701,0.1310,3.4714,-0.9701,0.1310,3.4714,3.3192,0.9701,0.3250,3.3314,0.9904,0.3250,-0.9353,0.1050,3.4422,3.2977,0.9353,0.3577,-0.9701,0.1310,3.4714,3.3192,0.9701,0.3250,3.3192,0.9701,0.0000,3.3192,0.9701,0.3250,3.3314,0.9904,0.3250,0.0292,0.0409,0,130.6663,126.3516,74.4803,0,0,80,0.9884
172,5739,detected,448.24,444.61,725.08,711.49,276.84,266.88,0.878,blue_hsv_shape,-0.9698,0.1315,3.4696,-0.9698,0.1315,3.4696,3.3173,0.9698,0.3250,3.3301,0.9898,0.3250,-0.9064,0.0923,3.3353,3.1978,0.9064,0.3976,-0.9698,0.1315,3.4696,3.3173,0.9698,0.3250,3.3173,0.9698,0.0000,3.3173,0.9698,0.3250,3.3301,0.9898,0.3250,0.1343,0.1353,0,130.6941,126.3088,74.4822,0,0,80,0.9931
173,5772,detected,448.41,439.82,724.93,712.02,276.51,272.21,0.879,blue_hsv_shape,-0.9689,0.1324,3.4660,-0.9689,0.1324,3.4660,3.3137,0.9689,0.3250,3.3281,0.9887,0.3250,-0.8886,0.0854,3.2699,3.1364,0.8886,0.4212,-0.9689,0.1324,3.4660,3.3137,0.9689,0.3250,3.3137,0.9689,0.0000,3.3137,0.9689,0.3250,3.3281,0.9887,0.3250,0.1961,0.1946,0,130.6823,126.3098,74.4823,0,0,80,1.0000
174,5806,detected,448.95,437.25,723.48,712.11,274.53,274.85,0.880,blue_hsv_shape,-0.9700,0.1326,3.4654,-0.9700,0.1326,3.4654,3.3130,0.9700,0.3250,3.3260,0.9876,0.3250,-0.8811,0.0817,3.2382,3.1067,0.8811,0.4330,-0.9700,0.1326,3.4654,3.3130,0.9700,0.3250,3.3130,0.9700,0.0000,3.3130,0.9700,0.3250,3.3260,0.9876,0.3250,0.2272,0.2246,0,130.7689,126.1236,74.4335,0,0,80,0.9985
175,5839,detected,449.01,435.72,723.91,712.23,274.90,276.50,0.878,blue_hsv_shape,-0.9691,0.1328,3.4647,-0.9691,0.1328,3.4647,3.3122,0.9691,0.3250,3.3240,0.9862,0.3250,-0.8752,0.0795,3.2189,3.0887,0.8752,0.4401,-0.9691,0.1328,3.4647,3.3122,0.9691,0.3250,3.3122,0.9691,0.0000,3.3122,0.9691,0.3250,3.3240,0.9862,0.3250,0.2457,0.2425,0,128.6086,125.4271,74.7598,0,0,80,0.9988
176,5873,detected,449.04,434.85,724.26,706.25,275.23,271.40,0.879,blue_hsv_shape,-0.9792,0.1220,3.5048,-0.9792,0.1220,3.5048,3.3538,0.9792,0.3250,3.3297,0.9866,0.3250,-0.8914,0.0729,3.2802,3.1496,0.8914,0.4306,-0.9792,0.1220,3.5048,3.3538,0.9792,0.3250,3.3538,0.9792,0.0000,3.3538,0.9792,0.3250,3.3297,0.9866,0.3250,0.2246,0.2223,0,128.2387,124.9240,75.1757,0,0,80,0.9994
177,5906,detected,449.05,434.96,724.53,702.35,275.48,267.39,0.879,blue_hsv_shape,-0.9859,0.1149,3.5315,-0.9859,0.1149,3.5315,3.3815,0.9859,0.3250,3.3398,0.9880,0.3250,-0.9045,0.0694,3.3299,3.1985,0.9045,0.4212,-0.9859,0.1149,3.5315,3.3815,0.9859,0.3250,3.3815,0.9859,0.0000,3.3815,0.9859,0.3250,3.3398,0.9880,0.3250,0.2017,0.2003,0,128.0214,124.6755,75.6743,0,0,80,0.9992
178,5939,detected,449.42,435.56,723.35,699.95,273.94,264.39,0.879,blue_hsv_shape,-0.9915,0.1104,3.5481,-0.9915,0.1104,3.5481,3.3986,0.9915,0.3250,3.3521,0.9901,0.3250,-0.9159,0.0680,3.3678,3.2355,0.9159,0.4127,-0.9915,0.1104,3.5481,3.3986,0.9915,0.3250,3.3986,0.9915,0.0000,3.3986,0.9915,0.3250,3.3521,0.9901,0.3250,0.1803,0.1798,0,127.8404,124.6869,75.6799,0,0,80,0.9998
179,5973,detected,449.33,436.77,723.95,698.15,274.62,261.38,0.880,blue_hsv_shape,-0.9941,0.1071,3.5607,-0.9941,0.1071,3.5607,3.4116,0.9941,0.3250,3.3653,0.9923,0.3250,-0.9258,0.0680,3.4069,3.2732,0.9258,0.4025,-0.9941,0.1071,3.5607,3.4116,0.9941,0.3250,3.4116,0.9941,0.0000,3.4116,0.9941,0.3250,3.3653,0.9923,0.3250,0.1537,0.1543,0,127.6535,124.7776,76.0589,0,0,80,0.9992
180,6006,detected,449.24,437.84,724.38,697.18,275.14,259.35,0.880,blue_hsv_shape,-0.9954,0.1053,3.5675,-0.9954,0.1053,3.5675,3.4187,0.9954,0.3250,3.3783,0.9945,0.3250,-0.9327,0.0687,3.4338,3.2991,0.9327,0.3949,-0.9954,0.1053,3.5675,3.4187,0.9954,0.3250,3.4187,0.9954,0.0000,3.4187,0.9954,0.3250,3.3783,0.9945,0.3250,0.1336,0.1351,0,128.0487,124.7508,76.2296,0,0,80,0.9993
181,6039,detected,449.14,458.82,724.72,698.14,275.58,239.32,0.945,blue_hsv_shape,-0.9933,0.1070,3.5608,-0.9933,0.1070,3.5608,3.4118,0.9933,0.3250,3.3887,0.9958,0.3250,-1.0106,0.1041,3.7215,3.5677,1.0106,0.2862,-0.9933,0.1070,3.5608,3.4118,0.9933,0.3250,3.4118,0.9933,0.0000,3.4118,0.9933,0.3250,3.3887,0.9958,0.3250,0.1606,0.1569,0,127.7416,124.9630,76.2777,0,0,80,0.9993
182,6073,detected,449.07,470.43,724.91,698.09,275.84,227.66,0.944,blue_hsv_shape,-0.9932,0.1070,3.5611,-0.9932,0.1070,3.5611,3.4121,0.9932,0.3250,3.3976,0.9968,0.3250,-1.0623,0.1260,3.9121,3.7462,1.0623,0.2158,-0.9932,0.1070,3.5611,3.4121,0.9932,0.3250,3.4121,0.9932,0.0000,3.4121,0.9932,0.3250,3.3976,0.9968,0.3250,0.3509,0.3411,0,127.8078,125.1917,76.4117,0,0,80,0.9990
183,6106,detected,449.03,476.95,725.01,697.77,275.99,220.83,0.944,blue_hsv_shape,-0.9938,0.1064,3.5634,-0.9938,0.1064,3.5634,3.4144,0.9938,0.3250,3.4054,0.9976,0.3250,-1.0951,0.1390,4.0331,3.8597,1.0951,0.1719,-0.9938,0.1064,3.5634,3.4144,0.9938,0.3250,3.4144,0.9938,0.0000,3.4144,0.9938,0.3250,3.4054,0.9976,0.3250,0.4698,0.4567,0,127.7994,125.1921,76.4117,0,0,80,1.0000
184,6139,detected,449.00,480.19,725.07,696.92,276.07,216.72,0.944,blue_hsv_shape,-0.9953,0.1047,3.5694,-0.9953,0.1047,3.5694,3.4207,0.9953,0.3250,3.4131,0.9985,0.3250,-1.1158,0.1452,4.1096,3.9320,1.1158,0.1461,-0.9953,0.1047,3.5694,3.4207,0.9953,0.3250,3.4207,0.9953,0.0000,3.4207,0.9953,0.3250,3.4131,0.9985,0.3250,0.5402,0.5253,0,127.2277,125.4249,76.6552,0,0,80,0.9959
185,6173,detected,448.98,481.45,725.09,696.34,276.11,214.89,0.944,blue_hsv_shape,-0.9964,0.1037,3.5734,-0.9964,0.1037,3.5734,3.4248,0.9964,0.3250,3.4203,0.9994,0.3250,-1.1254,0.1474,4.1447,3.9653,1.1254,0.1349,-0.9964,0.1037,3.5734,3.4248,0.9964,0.3250,3.4248,0.9964,0.0000,3.4248,0.9964,0.3250,3.4203,0.9994,0.3250,0.5712,0.5556,0,126.8866,125.4149,77.0845,0,0,80,0.9969
186,6206,detected,448.97,481.54,725.09,696.03,276.11,214.49,0.944,blue_hsv_shape,-0.9970,0.1031,3.5756,-0.9970,0.1031,3.5756,3.4271,0.9970,0.3250,3.4267,1.0002,0.3250,-1.1275,0.1474,4.1525,3.9729,1.1275,0.1329,-0.9970,0.1031,3.5756,3.4271,0.9970,0.3250,3.4271,0.9970,0.0000,3.4271,0.9970,0.3250,3.4267,1.0002,0.3250,0.5769,0.5611,0,126.3290,125.4925,77.5167,0,0,80,0.9993
187,6240,detected,448.97,481.04,725.07,695.93,276.11,214.90,0.944,blue_hsv_shape,-0.9972,0.1029,3.5763,-0.9972,0.1029,3.5763,3.4278,0.9972,0.3250,3.4320,1.0008,0.3250,-1.1254,0.1462,4.1446,3.9656,1.1254,0.1361,-0.9972,0.1029,3.5763,3.4278,0.9972,0.3250,3.4278,0.9972,0.0000,3.4278,0.9972,0.3250,3.4320,1.0008,0.3250,0.5683,0.5528,0,125.6626,125.4712,77.8541,0,0,80,0.9994
188,6273,detected,448.97,480.29,725.06,695.98,276.09,215.69,0.944,blue_hsv_shape,-0.9971,0.1030,3.5760,-0.9971,0.1030,3.5760,3.4275,0.9971,0.3250,3.4361,1.0012,0.3250,-1.1212,0.1446,4.1294,3.9512,1.1212,0.1416,-0.9971,0.1030,3.5760,3.4275,0.9971,0.3250,3.4275,0.9971,0.0000,3.4275,0.9971,0.3250,3.4361,1.0012,0.3250,0.5534,0.5383,0,125.6315,125.4723,77.8546,0,0,80,1.0000
189,6306,detected,448.98,479.51,725.05,696.11,276.07,216.60,0.944,blue_hsv_shape,-0.9969,0.1032,3.5750,-0.9969,0.1032,3.5750,3.4265,0.9969,0.3250,3.4392,1.0014,0.3250,-1.1165,0.1430,4.1120,3.9349,1.1165,0.1476,-0.9969,0.1032,3.5750,3.4265,0.9969,0.3250,3.4265,0.9969,0.0000,3.4265,0.9969,0.3250,3.4392,1.0014,0.3250,0.5370,0.5223,0,125.0338,125.5569,78.3025,0,0,80,0.9992
190,6340,detected,448.98,478.33,725.03,696.25,276.05,217.92,0.942,blue_hsv_shape,-0.9966,0.1035,3.5741,-0.9966,0.1035,3.5741,3.4255,0.9966,0.3250,3.4412,1.0015,0.3250,-1.1098,0.1406,4.0871,3.9114,1.1098,0.1564,-0.9966,0.1035,3.5741,3.4255,0.9966,0.3250,3.4255,0.9966,0.0000,3.4255,0.9966,0.3250,3.4412,1.0015,0.3250,0.5130,0.4989,0,124.8608,125.4470,78.8589,0,0,80,0.9994
