frame_id,timestamp_ms,x1,y1,x2,y2,status,track_state,occlusion_age,detector_source,x_cam,y_cam,z_cam,x_world,y_world,z_world,conf,x_world_raw,y_world_raw,z_world_raw,x_world_filt,y_world_filt,z_world_filt,sigma_x,sigma_y,sigma_z,mu_stationary,gate_d2
260,8675,444.19,469.66,736.47,712.60,detected,CONFIRMED,0,blue_hsv_shape,-0.9892,0.1077,3.5585,3.4094,0.9892,0.3250,0.934,3.3102,0.9581,0.3250,3.4094,0.9892,0.3250,0.0391,0.0391,0.0391,0.173,0.5227
261,8709,444.04,468.40,737.97,713.76,detected,CONFIRMED,0,blue_hsv_shape,-0.9802,0.1147,3.5321,3.3821,0.9802,0.3250,0.935,3.3023,0.9543,0.3250,3.3821,0.9802,0.3250,0.0391,0.0391,0.0391,0.004,0.4926
262,8742,447.53,466.71,741.44,700.73,detected,CONFIRMED,0,blue_hsv_shape,-0.9749,0.1165,3.5256,3.3753,0.9749,0.3250,0.934,3.3941,0.9679,0.3250,3.3753,0.9749,0.3250,0.0391,0.0391,0.0391,0.035,0.5632
263,8775,449.74,468.79,744.33,692.10,detected,CONFIRMED,0,blue_hsv_shape,-0.9721,0.1147,3.5321,3.3820,0.9721,0.3250,0.944,3.4572,0.9767,0.3250,3.3820,0.9721,0.3250,0.0391,0.0391,0.0391,0.181,0.3376
264,8809,450.96,457.77,746.77,686.59,detected,CONFIRMED,0,blue_hsv_shape,-0.9708,0.1112,3.5453,3.3957,0.9708,0.3250,0.896,3.4987,0.9818,0.3250,3.3957,0.9708,0.3250,0.0393,0.0393,0.0393,0.369,0.3087
265,8842,450.82,449.34,750.79,684.00,detected,CONFIRMED,0,blue_hsv_shape,-0.9699,0.1068,3.5616,3.4126,0.9699,0.3250,0.895,3.5186,0.9813,0.3250,3.4126,0.9699,0.3250,0.0394,0.0394,0.0394,0.554,0.3050
266,8876,450.40,444.20,753.17,683.09,detected,CONFIRMED,0,blue_hsv_shape,-0.9691,0.1024,3.5782,3.4298,0.9691,0.3250,0.895,3.5257,0.9802,0.3250,3.4298,0.9691,0.3250,0.0395,0.0395,0.0395,0.698,0.2915
267,8909,450.07,441.45,756.30,683.59,detected,STATIONARY,0,blue_hsv_shape,-0.9678,0.0984,3.5929,3.4450,0.9678,0.3250,0.894,3.5220,0.9754,0.3250,3.4450,0.9678,0.3250,0.0396,0.0396,0.0396,0.761,0.2765
268,8942,449.74,440.22,758.97,684.37,detected,STATIONARY,0,blue_hsv_shape,-0.9661,0.0951,3.6054,3.4579,0.9661,0.3250,0.895,3.5162,0.9706,0.3250,3.4579,0.9661,0.3250,0.0397,0.0397,0.0397,0.748,0.1809
269,8976,449.08,440.27,762.72,690.40,detected,STATIONARY,0,blue_hsv_shape,-0.9619,0.0942,3.6086,3.4613,0.9619,0.3250,0.895,3.4710,0.9552,0.3250,3.4613,0.9619,0.3250,0.0397,0.0397,0.0397,0.728,0.1656
270,9009,448.57,440.55,765.80,694.95,detected,CONFIRMED,0,blue_hsv_shape,-0.9562,0.0951,3.6055,3.4581,0.9562,0.3250,0.897,3.4375,0.9435,0.3250,3.4581,0.9562,0.3250,0.0398,0.0398,0.0398,0.720,0.1375
271,9042,448.20,440.89,768.39,697.83,detected,CONFIRMED,0,blue_hsv_shape,-0.9498,0.0968,3.5989,3.4512,0.9498,0.3250,0.897,3.4167,0.9354,0.3250,3.4512,0.9498,0.3250,0.0398,0.0398,0.0398,0.703,0.2018
272,9076,447.96,441.23,770.67,699.48,detected,CONFIRMED,0,blue_hsv_shape,-0.9433,0.0990,3.5908,3.4428,0.9433,0.3250,0.898,3.4048,0.9298,0.3250,3.4428,0.9433,0.3250,0.0398,0.0398,0.0398,0.671,0.1426
273,9109,447.89,441.15,773.70,694.56,detected,CONFIRMED,0,blue_hsv_shape,-0.9385,0.0993,3.5898,3.4418,0.9385,0.3250,0.899,3.4408,0.9343,0.3250,3.4418,0.9385,0.3250,0.0398,0.0398,0.0398,0.662,0.2119
274,9142,447.83,441.39,776.27,691.15,detected,CONFIRMED,0,blue_hsv_shape,-0.9351,0.0983,3.5936,3.4457,0.9351,0.3250,0.898,3.4661,0.9369,0.3250,3.4457,0.9351,0.3250,0.0398,0.0398,0.0398,0.671,0.1919
275,9176,447.87,441.76,779.50,688.89,detected,CONFIRMED,0,blue_hsv_shape,-0.9322,0.0965,3.6000,3.4524,0.9322,0.3250,0.898,3.4831,0.9364,0.3250,3.4524,0.9322,0.3250,0.0398,0.0398,0.0398,0.678,0.1854
276,9209,447.87,442.15,782.20,687.50,detected,CONFIRMED,0,blue_hsv_shape,-0.9297,0.0945,3.6077,3.4604,0.9297,0.3250,0.898,3.4938,0.9351,0.3250,3.4604,0.9297,0.3250,0.0398,0.0398,0.0398,0.674,0.1413
277,9243,447.92,442.50,785.50,686.71,detected,CONFIRMED,0,blue_hsv_shape,-0.9271,0.0923,3.6157,3.4686,0.9271,0.3250,0.898,3.4999,0.9318,0.3250,3.4686,0.9271,0.3250,0.0398,0.0398,0.0398,0.658,0.0912
278,9276,447.99,443.16,789.19,692.04,detected,CONFIRMED,0,blue_hsv_shape,-0.9225,0.0923,3.6158,3.4687,0.9225,0.3250,0.898,3.4603,0.9173,0.3250,3.4687,0.9225,0.3250,0.0398,0.0398,0.0398,0.656,0.1875
279,9309,448.05,443.04,793.12,690.37,detected,CONFIRMED,0,blue_hsv_shape,-0.9181,0.0918,3.6179,3.4709,0.9181,0.3250,0.898,3.4729,0.9147,0.3250,3.4709,0.9181,0.3250,0.0398,0.0398,0.0398,0.649,0.0283
280,9343,448.15,442.99,798.15,689.22,detected,CONFIRMED,0,blue_hsv_shape,-0.9135,0.0909,3.6212,3.4743,0.9135,0.3250,0.901,3.4817,0.9096,0.3250,3.4743,0.9135,0.3250,0.0398,0.0398,0.0398,0.635,0.0250
281,9376,448.05,442.99,800.98,688.48,detected,CONFIRMED,0,blue_hsv_shape,-0.9092,0.0898,3.6251,3.4783,0.9092,0.3250,0.901,3.4874,0.9071,0.3250,3.4783,0.9092,0.3250,0.0397,0.0397,0.0397,0.623,0.0150
282,9409,448.01,443.01,804.26,688.04,detected,CONFIRMED,0,blue_hsv_shape,-0.9050,0.0888,3.6290,3.4824,0.9050,0.3250,0.900,3.4909,0.9033,0.3250,3.4824,0.9050,0.3250,0.0397,0.0397,0.0397,0.612,0.0081
283,9443,447.50,443.43,807.34,693.50,detected,CONFIRMED,0,blue_hsv_shape,-0.8992,0.0898,3.6252,3.4784,0.8992,0.3250,0.897,3.4505,0.8905,0.3250,3.4784,0.8992,0.3250,0.0397,0.0397,0.0397,0.621,0.4844
284,9476,489.08,443.78,814.74,700.77,detected,CONFIRMED,0,blue_hsv_shape,-0.8801,0.0931,3.6129,3.4657,0.8801,0.3250,0.886,3.4005,0.8125,0.3250,3.4657,0.8801,0.3250,0.0398,0.0398,0.0398,0.519,2.7414
285,9510,518.18,443.72,818.76,705.48,detected,CONFIRMED,0,blue_hsv_shape,-0.8538,0.0976,3.5960,3.4482,0.8538,0.3250,0.886,3.3687,0.7613,0.3250,3.4482,0.8538,0.3250,0.0399,0.0399,0.0399,0.326,2.2210
286,9543,536.02,443.48,820.69,708.26,detected,CONFIRMED,0,blue_hsv_shape,-0.8251,0.1026,3.5774,3.4290,0.8251,0.3250,0.886,3.3503,0.7314,0.3250,3.4290,0.8251,0.3250,0.0399,0.0399,0.0399,0.109,1.5010
287,9576,546.87,443.27,822.71,710.64,detected,CONFIRMED,0,blue_hsv_shape,-0.7963,0.1078,3.5581,3.4089,0.7963,0.3250,0.886,3.3344,0.7113,0.3250,3.4089,0.7963,0.3250,0.0399,0.0399,0.0399,0.000,1.1211
288,9610,552.69,443.08,826.97,712.30,detected,CONFIRMED,0,blue_hsv_shape,-0.7683,0.1129,3.5389,3.3891,0.7683,0.3250,0.886,3.3234,0.6960,0.3250,3.3891,0.7683,0.3250,0.0400,0.0400,0.0400,0.000,0.7502
289,9643,554.67,442.17,831.02,702.65,detected,CONFIRMED,0,blue_hsv_shape,-0.7448,0.1142,3.5341,3.3841,0.7448,0.3250,0.886,3.3910,0.7003,0.3250,3.3841,0.7448,0.3250,0.0400,0.0400,0.0400,0.000,0.8183
290,9676,558.74,442.67,836.29,713.42,detected,CONFIRMED,0,blue_hsv_shape,-0.7201,0.1188,3.5171,3.3665,0.7201,0.3250,0.884,3.3165,0.6745,0.3250,3.3665,0.7201,0.3250,0.0400,0.0400,0.0400,0.000,1.7219
291,9710,560.45,442.67,839.20,720.54,detected,CONFIRMED,0,blue_hsv_shape,-0.6965,0.1250,3.4938,3.3424,0.6965,0.3250,0.884,3.2688,0.6600,0.3250,3.3424,0.6965,0.3250,0.0400,0.0400,0.0400,0.000,1.1991
292,9743,560.46,442.43,841.51,724.93,detected,CONFIRMED,0,blue_hsv_shape,-0.6750,0.1318,3.4683,3.3160,0.6750,0.3250,0.885,3.2399,0.6520,0.3250,3.3160,0.6750,0.3250,0.0400,0.0400,0.0400,0.000,0.7120
293,9776,561.08,442.12,844.56,727.37,detected,CONFIRMED,0,blue_hsv_shape,-0.6556,0.1385,3.4434,3.2902,0.6556,0.3250,0.885,3.2241,0.6445,0.3250,3.2902,0.6556,0.3250,0.0400,0.0400,0.0400,0.000,0.3561
294,9810,561.30,441.85,849.74,728.67,detected,CONFIRMED,0,blue_hsv_shape,-0.6381,0.1445,3.4209,3.2669,0.6381,0.3250,0.851,3.2160,0.6362,0.3250,3.2669,0.6381,0.3250,0.0402,0.0402,0.0402,0.000,0.1303
295,9843,560.44,442.13,854.85,728.89,detected,CONFIRMED,0,blue_hsv_shape,-0.6228,0.1499,3.4008,3.2461,0.6228,0.3250,0.889,3.2148,0.6306,0.3250,3.2461,0.6228,0.3250,0.0402,0.0402,0.0402,0.000,0.0437
296,9877,559.06,442.33,859.59,728.71,detected,CONFIRMED,0,blue_hsv_shape,-0.6097,0.1544,3.3842,3.2289,0.6097,0.3250,0.889,3.2161,0.6266,0.3250,3.2289,0.6097,0.3250,0.0401,0.0401,0.0401,0.000,0.0501
297,9910,557.82,440.84,863.18,711.21,detected,CONFIRMED,0,blue_hsv_shape,-0.6024,0.1525,3.3913,3.2362,0.6024,0.3250,0.889,3.3328,0.6433,0.3250,3.2362,0.6024,0.3250,0.0401,0.0401,0.0401,0.000,5.3864
298,9943,556.49,440.48,868.33,699.66,detected,CONFIRMED,0,blue_hsv_shape,-0.5988,0.1466,3.4133,3.2590,0.5988,0.3250,0.889,3.4140,0.6520,0.3250,3.2590,0.5988,0.3250,0.0401,0.0401,0.0401,0.000,5.0345
299,9977,576.92,456.41,872.77,710.42,detected,CONFIRMED,0,blue_hsv_shape,-0.5885,0.1446,3.4206,3.2666,0.5885,0.3250,0.884,3.3395,0.6068,0.3250,3.2666,0.5885,0.3250,0.0401,0.0401,0.0401,0.000,0.0412
300,10010,595.16,466.06,878.47,698.07,detected,CONFIRMED,0,blue_hsv_shape,-0.5773,0.1381,3.4449,3.2918,0.5773,0.3250,0.935,3.4274,0.5887,0.3250,3.2918,0.5773,0.3250,0.0398,0.0398,0.0398,0.000,4.3946
301,10043,605.08,471.75,880.78,690.72,detected,CONFIRMED,0,blue_hsv_shape,-0.5668,0.1295,3.4769,3.3249,0.5668,0.3250,0.935,3.4815,0.5803,0.3250,3.3249,0.5668,0.3250,0.0397,0.0397,0.0397,0.000,3.4814
302,10077,610.52,474.94,886.80,686.43,detected,CONFIRMED,0,blue_hsv_shape,-0.5564,0.1203,3.5115,3.3607,0.5564,0.3250,0.936,3.5139,0.5695,0.3250,3.3607,0.5564,0.3250,0.0395,0.0395,0.0395,0.000,2.4296
303,10110,612.88,477.76,892.84,703.03,detected,CONFIRMED,0,blue_hsv_shape,-0.5429,0.1179,3.5201,3.3697,0.5429,0.3250,0.936,3.3931,0.5410,0.3250,3.3697,0.5429,0.3250,0.0394,0.0394,0.0394,0.000,1.0521
304,10143,614.89,481.08,898.59,743.58,detected,CONFIRMED,0,blue_hsv_shape,-0.5241,0.1271,3.4859,3.3342,0.5241,0.3250,0.809,3.1262,0.4941,0.3250,3.3342,0.5241,0.3250,0.0400,0.0400,0.0400,0.000,16.7159
305,10177,614.86,480.69,904.20,777.22,detected,CONFIRMED,0,blue_hsv_shape,-0.5023,0.1442,3.4220,3.2680,0.5023,0.3250,0.810,2.9308,0.4610,0.3250,3.2680,0.5023,0.3250,0.0405,0.0405,0.0405,0.000,15.4690
306,10210,613.76,478.68,908.82,801.03,detected,CONFIRMED,0,blue_hsv_shape,-0.4798,0.1658,3.3415,3.1848,0.4798,0.3250,0.810,2.8045,0.4401,0.3250,3.1848,0.4798,0.3250,0.0409,0.0409,0.0409,0.000,13.4942
307,10244,612.41,475.91,914.04,815.58,detected,CONFIRMED,0,blue_hsv_shape,-0.4579,0.1889,3.2553,3.0955,0.4579,0.3250,0.811,2.7318,0.4263,0.3250,3.0955,0.4579,0.3250,0.0412,0.0412,0.0412,0.000,11.0014
308,10277,611.03,473.35,918.36,824.68,detected,CONFIRMED,0,blue_hsv_shape,-0.4377,0.2118,3.1697,3.0069,0.4377,0.3250,0.810,2.6879,0.4174,0.3250,3.0069,0.4377,0.3250,0.0415,0.0415,0.0415,0.000,7.0781
309,10310,609.72,453.12,924.58,829.79,detected,CONFIRMED,0,blue_hsv_shape,-0.4192,0.2327,3.0919,2.9264,0.4192,0.3250,0.779,2.6638,0.4090,0.3250,2.9264,0.4192,0.3250,0.0419,0.0419,0.0419,0.000,4.0521
310,10344,608.72,438.19,933.11,831.80,detected,CONFIRMED,0,blue_hsv_shape,-0.4021,0.2518,3.0206,2.8525,0.4021,0.3250,0.780,2.6547,0.3998,0.3250,2.8525,0.4021,0.3250,0.0423,0.0423,0.0423,0.000,1.8299
311,10377,607.67,428.23,938.46,831.95,detected,CONFIRMED,0,blue_hsv_shape,-0.3871,0.2687,2.9576,2.7873,0.3871,0.3250,0.780,2.6542,0.3951,0.3250,2.7873,0.3871,0.3250,0.0426,0.0426,0.0426,0.000,0.5943
312,10410,606.97,442.43,945.44,829.98,detected,CONFIRMED,0,blue_hsv_shape,-0.3740,0.2831,2.9038,2.7316,0.3740,0.3250,0.813,2.6636,0.3896,0.3250,2.7316,0.3740,0.3250,0.0425,0.0425,0.0425,0.000,0.0526
313,10444,606.54,433.26,952.51,828.35,detected,CONFIRMED,0,blue_hsv_shape,-0.3622,0.2948,2.8602,2.6864,0.3622,0.3250,0.781,2.6715,0.3834,0.3250,2.6864,0.3622,0.3250,0.0427,0.0427,0.0427,0.000,0.0946
314,10477,606.27,447.05,960.22,825.80,detected,CONFIRMED,0,blue_hsv_shape,-0.3520,0.3039,2.8262,2.6513,0.3520,0.3250,0.813,2.6839,0.3769,0.3250,2.6513,0.3520,0.3250,0.0426,0.0426,0.0426,0.000,0.5955
315,10511,605.65,456.64,967.76,821.39,detected,CONFIRMED,0,blue_hsv_shape,-0.3432,0.3101,2.8028,2.6271,0.3432,0.3250,0.816,2.7052,0.3719,0.3250,2.6271,0.3432,0.3250,0.0424,0.0424,0.0424,0.000,1.4235
316,10544,605.02,463.20,972.05,816.90,detected,CONFIRMED,0,blue_hsv_shape,-0.3363,0.3139,2.7889,2.6126,0.3363,0.3250,0.818,2.7272,0.3704,0.3250,2.6126,0.3363,0.3250,0.0423,0.0423,0.0423,0.000,2.1343
317,10577,604.81,467.53,978.61,813.05,detected,CONFIRMED,0,blue_hsv_shape,-0.3303,0.3155,2.7827,2.6062,0.3303,0.3250,0.820,2.7463,0.3656,0.3250,2.6062,0.3303,0.3250,0.0422,0.0422,0.0422,0.000,2.5190
318,10611,652.34,471.52,986.14,809.99,detected,CONFIRMED,0,blue_hsv_shape,-0.3154,0.3156,2.7823,2.6058,0.3154,0.3250,0.810,2.7631,0.3070,0.3250,2.6058,0.3154,0.3250,0.0422,0.0422,0.0422,0.000,2.9399
319,10644,687.18,473.84,992.63,806.09,detected,CONFIRMED,0,blue_hsv_shape,-0.2952,0.3140,2.7883,2.6120,0.2952,0.3250,0.811,2.7837,0.2634,0.3250,2.6120,0.2952,0.3250,0.0421,0.0421,0.0421,0.000,3.3828
320,10677,715.10,475.50,998.96,802.66,detected,CONFIRMED,0,blue_hsv_shape,-0.2716,0.3111,2.7992,2.6233,0.2716,0.3250,0.812,2.8018,0.2269,0.3250,2.6233,0.2716,0.3250,0.0421,0.0421,0.0421,0.000,3.4167
321,10711,731.98,476.36,1002.37,800.51,detected,CONFIRMED,0,blue_hsv_shape,-0.2475,0.3074,2.8131,2.6377,0.2475,0.3250,0.812,2.8132,0.2052,0.3250,2.6377,0.2475,0.3250,0.0421,0.0421,0.0421,0.000,2.8587
322,10744,744.68,477.12,1005.31,799.34,detected,CONFIRMED,0,blue_hsv_shape,-0.2240,0.3033,2.8285,2.6536,0.2240,0.3250,0.812,2.8194,0.1882,0.3250,2.6536,0.2240,0.3250,0.0421,0.0421,0.0421,0.000,2.3557
323,10777,754.66,477.38,1009.03,798.82,detected,CONFIRMED,0,blue_hsv_shape,-0.2014,0.2990,2.8445,2.6702,0.2014,0.3250,0.813,2.8223,0.1732,0.3250,2.6702,0.2014,0.3250,0.0421,0.0421,0.0421,0.000,1.8939
324,10811,763.01,477.32,1014.39,798.71,detected,CONFIRMED,0,blue_hsv_shape,-0.1796,0.2947,2.8603,2.6866,0.1796,0.3250,0.812,2.8231,0.1580,0.3250,2.6866,0.1796,0.3250,0.0421,0.0421,0.0421,0.000,1.4833
325,10844,769.50,477.05,1020.90,798.41,detected,CONFIRMED,0,blue_hsv_shape,-0.1587,0.2906,2.8759,2.7027,0.1587,0.3250,0.811,2.8248,0.1436,0.3250,2.7027,0.1587,0.3250,0.0421,0.0421,0.0421,0.000,1.2165
326,10878,771.98,476.72,1024.53,798.39,detected,CONFIRMED,0,blue_hsv_shape,-0.1401,0.2866,2.8908,2.7181,0.1401,0.3250,0.812,2.8250,0.1369,0.3250,2.7181,0.1401,0.3250,0.0421,0.0421,0.0421,0.000,0.9134
327,10911,775.75,476.38,1029.19,798.54,detected,CONFIRMED,0,blue_hsv_shape,-0.1231,0.2828,2.9047,2.7326,0.1231,0.3250,0.811,2.8243,0.1275,0.3250,2.7326,0.1231,0.3250,0.0421,0.0421,0.0421,0.000,0.6745
328,10944,780.22,474.33,1034.67,765.11,detected,CONFIRMED,0,blue_hsv_shape,-0.1086,0.2698,2.9533,2.7829,0.1086,0.3250,0.869,3.0058,0.1228,0.3250,2.7829,0.1086,0.3250,0.0417,0.0417,0.0417,0.000,2.3389
329,10978,785.20,473.15,1041.45,745.13,detected,CONFIRMED,0,blue_hsv_shape,-0.0952,0.2526,3.0175,2.8493,0.0952,0.3250,0.866,3.1238,0.1127,0.3250,2.8493,0.0952,0.3250,0.0414,0.0414,0.0414,0.000,1.5386
330,11011,788.98,474.64,1048.64,761.35,detected,CONFIRMED,0,blue_hsv_shape,-0.0813,0.2429,3.0536,2.8867,0.0813,0.3250,0.807,3.0276,0.0968,0.3250,2.8867,0.0813,0.3250,0.0416,0.0416,0.0416,0.000,0.1131
331,11044,791.20,475.35,1053.02,775.31,detected,CONFIRMED,0,blue_hsv_shape,-0.0684,0.2378,3.0728,2.9065,0.0684,0.3250,0.806,2.9487,0.0871,0.3250,2.9065,0.0684,0.3250,0.0417,0.0417,0.0417,0.000,0.4387
332,11078,796.34,475.34,1059.06,785.93,detected,CONFIRMED,0,blue_hsv_shape,-0.0556,0.2360,3.0796,2.9136,0.0556,0.3250,0.806,2.8909,0.0730,0.3250,2.9136,0.0556,0.3250,0.0419,0.0419,0.0419,0.000,0.3530
333,11111,802.71,475.35,1065.26,793.38,detected,CONFIRMED,0,blue_hsv_shape,-0.0428,0.2363,3.0782,2.9122,0.0428,0.3250,0.807,2.8516,0.0581,0.3250,2.9122,0.0428,0.3250,0.0420,0.0420,0.0420,0.000,0.2792
334,11144,808.20,475.06,1071.84,798.20,detected,CONFIRMED,0,blue_hsv_shape,-0.0301,0.2381,3.0718,2.9055,0.0301,0.3250,0.806,2.8266,0.0443,0.3250,2.9055,0.0301,0.3250,0.0421,0.0421,0.0421,0.000,0.2842
335,11178,816.15,472.96,1079.10,753.61,detected,CONFIRMED,0,blue_hsv_shape,-0.0177,0.2274,3.1115,2.9466,0.0177,0.3250,0.918,3.0732,0.0295,0.3250,2.9466,0.0177,0.3250,0.0414,0.0414,0.0414,0.000,0.3166
336,11211,819.95,472.61,1082.51,730.13,detected,CONFIRMED,0,blue_hsv_shape,-0.0063,0.2110,3.1728,3.0101,0.0063,0.3250,0.916,3.2179,0.0217,0.3250,3.0101,0.0063,0.3250,0.0409,0.0409,0.0409,0.000,0.1647
337,11245,825.66,473.16,1087.06,716.68,detected,CONFIRMED,0,blue_hsv_shape,0.0050,0.1925,3.2418,3.0815,-0.0050,0.3250,0.915,3.3062,0.0092,0.3250,3.0815,-0.0050,0.3250,0.0405,0.0405,0.0405,0.000,0.0039
338,11278,832.63,474.10,1093.24,709.95,detected,CONFIRMED,0,blue_hsv_shape,0.0171,0.1744,3.3094,3.1515,-0.0171,0.3250,0.915,3.3520,-0.0075,0.3250,3.1515,-0.0171,0.3250,0.0402,0.0402,0.0402,0.000,0.0217
339,11311,840.33,474.99,1100.45,707.07,detected,CONFIRMED,0,blue_hsv_shape,0.0305,0.1579,3.3711,3.2153,-0.0305,0.3250,0.915,3.3719,-0.0268,0.3250,3.2153,-0.0305,0.3250,0.0400,0.0400,0.0400,0.000,0.1986
340,11345,847.42,475.65,1107.71,706.47,detected,CONFIRMED,0,blue_hsv_shape,0.0447,0.1436,3.4243,3.2705,-0.0447,0.3250,0.912,3.3760,-0.0454,0.3250,3.2705,-0.0447,0.3250,0.0398,0.0398,0.0398,0.000,0.3547
341,11378,850.92,476.04,1111.38,707.17,detected,CONFIRMED,0,blue_hsv_shape,0.0581,0.1318,3.4686,3.3163,-0.0581,0.3250,0.912,3.3712,-0.0546,0.3250,3.3163,-0.0581,0.3250,0.0397,0.0397,0.0397,0.000,0.0229
342,11411,857.30,476.24,1116.55,708.93,detected,CONFIRMED,0,blue_hsv_shape,0.0716,0.1224,3.5033,3.3522,-0.0716,0.3250,0.912,3.3589,-0.0693,0.3250,3.3522,-0.0716,0.3250,0.0397,0.0397,0.0397,0.000,0.1123
343,11445,864.35,478.11,1122.89,739.80,detected,CONFIRMED,0,blue_hsv_shape,0.0850,0.1231,3.5011,3.3499,-0.0850,0.3250,0.805,3.1567,-0.0820,0.3250,3.3499,-0.0850,0.3250,0.0402,0.0402,0.0402,0.000,1.3907
344,11478,870.76,476.64,1134.83,742.52,detected,CONFIRMED,0,blue_hsv_shape,0.0998,0.1262,3.4892,3.3376,-0.0998,0.3250,0.859,3.1398,-0.1038,0.3250,3.3376,-0.0998,0.3250,0.0404,0.0404,0.0404,0.000,1.3369
345,11512,876.35,475.07,1147.68,731.91,detected,CONFIRMED,0,blue_hsv_shape,0.1167,0.1272,3.4854,3.3337,-0.1167,0.3250,0.914,3.2061,-0.1285,0.3250,3.3337,-0.1167,0.3250,0.0402,0.0402,0.0402,0.000,0.3489
346,11545,878.79,474.02,1155.38,718.15,detected,CONFIRMED,0,blue_hsv_shape,0.1336,0.1242,3.4967,3.3454,-0.1336,0.3250,0.912,3.2958,-0.1445,0.3250,3.3454,-0.1336,0.3250,0.0400,0.0400,0.0400,0.000,0.1370
347,11578,883.46,474.50,1161.62,726.20,detected,CONFIRMED,0,blue_hsv_shape,0.1496,0.1242,3.4967,3.3454,-0.1496,0.3250,0.861,3.2426,-0.1561,0.3250,3.3454,-0.1496,0.3250,0.0402,0.0402,0.0402,0.000,1.2384
348,11612,888.90,473.74,1163.77,727.07,detected,CONFIRMED,0,blue_hsv_shape,0.1645,0.1254,3.4924,3.3410,-0.1645,0.3250,0.908,3.2369,-0.1653,0.3250,3.3410,-0.1645,0.3250,0.0400,0.0400,0.0400,0.000,1.2190
349,11645,893.62,474.26,1164.20,728.19,detected,CONFIRMED,0,blue_hsv_shape,0.1777,0.1271,3.4858,3.3341,-0.1777,0.3250,0.912,3.2296,-0.1714,0.3250,3.3341,-0.1777,0.3250,0.0399,0.0399,0.0399,0.000,1.2604
350,11678,898.20,474.59,1167.61,728.84,detected,CONFIRMED,0,blue_hsv_shape,0.1902,0.1293,3.4777,3.3258,-0.1902,0.3250,0.912,3.2253,-0.1812,0.3250,3.3258,-0.1902,0.3250,0.0398,0.0398,0.0398,0.000,1.0924
351,11712,900.40,474.79,1169.02,729.19,detected,CONFIRMED,0,blue_hsv_shape,0.2010,0.1316,3.4690,3.3167,-0.2010,0.3250,0.912,3.2230,-0.1856,0.3250,3.3167,-0.2010,0.3250,0.0397,0.0397,0.0397,0.000,0.9493
352,11745,906.26,474.90,1173.49,729.35,detected,CONFIRMED,0,blue_hsv_shape,0.2119,0.1340,3.4601,3.3075,-0.2119,0.3250,0.909,3.2218,-0.1983,0.3250,3.3075,-0.2119,0.3250,0.0397,0.0397,0.0397,0.000,0.7497
353,11778,912.47,474.96,1178.80,729.38,detected,CONFIRMED,0,blue_hsv_shape,0.2232,0.1364,3.4512,3.2983,-0.2232,0.3250,0.913,3.2214,-0.2126,0.3250,3.2983,-0.2232,0.3250,0.0396,0.0396,0.0396,0.000,0.5954
354,11812,917.76,474.03,1183.55,729.29,detected,CONFIRMED,0,blue_hsv_shape,0.2345,0.1387,3.4427,3.2895,-0.2345,0.3250,0.907,3.2219,-0.2252,0.3250,3.2895,-0.2345,0.3250,0.0396,0.0396,0.0396,0.000,0.4633
355,11845,923.46,473.42,1188.99,729.23,detected,CONFIRMED,0,blue_hsv_shape,0.2461,0.1409,3.4346,3.2811,-0.2461,0.3250,0.908,3.2221,-0.2391,0.3250,3.2811,-0.2461,0.3250,0.0396,0.0396,0.0396,0.000,0.3523
356,11879,926.32,473.02,1191.74,728.70,detected,CONFIRMED,0,blue_hsv_shape,0.2568,0.1428,3.4275,3.2738,-0.2568,0.3250,0.908,3.2254,-0.2463,0.3250,3.2738,-0.2568,0.3250,0.0396,0.0396,0.0396,0.000,0.2298
357,11912,930.62,457.66,1214.13,722.91,detected,CONFIRMED,0,blue_hsv_shape,0.2719,0.1427,3.4277,3.2739,-0.2719,0.3250,0.863,3.2627,-0.2824,0.3250,3.2739,-0.2719,0.3250,0.0398,0.0398,0.0398,0.000,0.1339
358,11945,933.91,446.93,1229.50,719.77,detected,CONFIRMED,0,blue_hsv_shape,0.2889,0.1418,3.4311,3.2774,-0.2889,0.3250,0.861,3.2830,-0.3076,0.3250,3.2774,-0.2889,0.3250,0.0400,0.0400,0.0400,0.000,0.0695
359,11979,937.68,440.25,1238.91,718.24,detected,CONFIRMED,0,blue_hsv_shape,0.3064,0.1406,3.4356,3.2822,-0.3064,0.3250,0.861,3.2929,-0.3252,0.3250,3.2822,-0.3064,0.3250,0.0402,0.0402,0.0402,0.000,0.0316
360,12012,941.16,436.86,1243.86,721.87,detected,CONFIRMED,0,blue_hsv_shape,0.3227,0.1406,3.4354,3.2819,-0.3227,0.3250,0.863,3.2686,-0.3337,0.3250,3.2819,-0.3227,0.3250,0.0403,0.0403,0.0403,0.000,0.2089
361,12045,942.78,435.23,1245.76,724.63,detected,CONFIRMED,0,blue_hsv_shape,0.3368,0.1416,3.4318,3.2782,-0.3368,0.3250,0.863,3.2504,-0.3365,0.3250,3.2782,-0.3368,0.3250,0.0404,0.0404,0.0404,0.000,0.2178
362,12079,946.08,434.87,1246.07,728.89,detected,CONFIRMED,0,blue_hsv_shape,0.3487,0.1438,3.4234,3.2696,-0.3487,0.3250,0.862,3.2227,-0.3385,0.3250,3.2696,-0.3487,0.3250,0.0405,0.0405,0.0405,0.000,0.4959
